pdp_url,product_id,product_name,brand,currency,selling_price,regular_price,promotion_description,review,rating,image,product_description,size,material_care,availability
https://www.very.co.uk/v-by-very-boys-2-pack-shorts-multi/1601074430.prd,1601074430,Boys 2 Pack Shorts - Multi,V by Very,GBP,16,,,1,5,https://media.very.co.uk/i/very/W8UIZ_SQ1_0000000029_MULTI_PKf?$pdp_300x400_x2$&fmt=jpg,"Boys 2 Pack Shorts from V by Very, Multi, Elasticated waist with drawstring fastening, Side slip pockets, 1 x Palm tree pattern, 1 x Plain","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,False
https://www.very.co.uk/smallsaints-all-saints-boys-logo-t-shirt-navy/1601108856.prd,1601108856,All Saints Boys Logo T-Shirt - Navy,smALLSAINTS,GBP,22,,,,,https://media.very.co.uk/i/very/WD8AK_SQ1_0000000048_NAVY_MDf?$pdp_300x400_x2$&fmt=jpg,"All Saints Boys Logo T-Shirt by smALLSAINTS, Navy, Front & back logo, Short sleeveÂ , Crew neck","['4-5 YEARS', '5-6 YEARS', '6-7 YEARS', '7-8 YEARS', '8-9 YEARS', '9-10 YEARS', '10-11 YEARS', '11-12 YEARS', '12-13 YEARS']",,False
https://www.very.co.uk/adidas-junior-squadra-25-jersey-navy/1601087749.prd,1601087749,Junior Squadra 25 Jersey - Navy,adidas,GBP,13,,,7,4.9,https://media.very.co.uk/i/very/WARPC_SQ1_0000000048_NAVY_MDf?$pdp_300x400_x2$&fmt=jpg,,"['5-6 YEARS', '7-8 YEARS', '9-10 YEARS', '11-12 YEARS', '13-14 YEARS', '15-16 YEARS']",,True
https://www.very.co.uk/everyday-boys-chest-embroidery-short-sleeve-t-shirt-blue/1601040400.prd,1601040400,Boys Chest Embroidery Short Sleeve T-Shirt - Blue,Everyday,GBP,3.25,6,Save up to £4,,,https://media.very.co.uk/i/very/W4VIY_SQ1_0000000020_BLUE_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Chest Embroidery Short Sleeve T-Shirt by Everyday, Blue, Logo embroidered to chest, Short sleeves, Crew neckline","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,False
https://www.very.co.uk/v-by-very-boys-chino-shorts-navy/1601048931.prd,1601048931,Boys Chino Shorts - Navy,V by Very,GBP,9,,,,,https://media.very.co.uk/i/very/W5VHK_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Chino Shorts from V by Very, Navy, Chino style, Side slip pockets, Back welted pockets, Belt loops","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,False
https://www.very.co.uk/everyday-boysnbspshort-sleevenbsppolo-stone/1600918354.prd,1600918354,Boys Short Sleeve Polo - Stone,Everyday,GBP,5.50,8,Save up to £3,3,5,https://media.very.co.uk/i/very/VOGR2_SQ1_0000000005_GREY_SLf?$pdp_300x400_x2$&fmt=jpg,"Children's Short Sleeve Polo from V by Very, Stone, Smart polo separateÂ with classicÂ featuresÂ in a neutral stone shade, Collared neckline with a white trim, SignatureÂ three-button placket, Cuffed short sleeves, ComfortableÂ pique-styleÂ fabric","['6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']","['Material Content: 100% Cotton', 'Washing Instructions: Machine Washable']",True
https://www.very.co.uk/river-island-mini-mini-boys-piped-t-shirt-and-shorts-set-navy/1601115138.prd,1601115138,Mini Boys Piped T-shirt And Shorts Set - Navy,River Island Mini,GBP,14,20,Save £6,,,https://media.very.co.uk/i/very/WELEP_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,,"['2-3 YEARS', '3-4 YEARS', '4-5 YEARS']",,False
https://www.very.co.uk/nike-infants-essential-fleece-crew-tracksuit-dark-grey/1601078231.prd,1601078231,Infants  Essential Fleece Crew Tracksuit - Dark Grey,Nike,GBP,24.50,36,Save £11.50,19,4.8,https://media.very.co.uk/i/very/W9F9H_SQ1_0000000005_GREY_SLf?$pdp_300x400_x2$&fmt=jpg,,"['12 MONTHS', '18 MONTHS', '24 MONTHS']",,True
https://www.very.co.uk/everyday-boys-2-pack-sweat-short-navy-and-grey/1601040442.prd,1601040442,Boys 2 Pack Sweat Short - Navy And Grey,Everyday,GBP,14,,,3,4.7,https://media.very.co.uk/i/very/W4VK0_SQ1_0000000029_MULTI_PKf?$pdp_300x400_x2$&fmt=jpg,"Boys 2 Pack Sweat Short - Navy And Grey by Everyday, Multi, Elasticated waist with drawstring, Side pockets, Multipack shorts","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,False
https://www.very.co.uk/adidas-sportswear-infant-boys-essentials-tee-set-blue/1601153569.prd,1601153569,Infant Boys Essentials Tee Set -blue,adidas Sportswear,GBP,23,,,,,https://media.very.co.uk/i/very/WJ41Y_SQ1_0000000020_BLUE_SLf?$pdp_300x400_x2$&fmt=jpg,,"['0-3 MONTHS', '3-6 MONTHS', '6-9 MONTHS', '9-12 MONTHS', '12-18 MONTHS', '18-24 MONTHS', '2-3 YEARS', '3-4 YEARS']",,True
https://www.very.co.uk/everyday-boys-sweat-hoodie-and-jog-set-navy/1601040401.prd,1601040401,Boys Sweat Hoodie And Jog Set - Navy,Everyday,GBP,18,,,1,5,https://media.very.co.uk/i/very/W4VJ6_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Sweat Hoodie And Jog Set by Everyday, Navy, Hooded neckline, Kangaroo front pocket, Ribbed trims, Long sleeves, Drawstring waistbandÂ , Slip side pocketsÂ , Cuffed ankles","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,True
https://www.very.co.uk/jojo-maman-bebe-boys-2-piece-cheesecloth-dungarees-bodysuit-set-green/1601113600.prd,1601113600,Boys 2-piece Cheesecloth Dungarees & Bodysuit Set - Green,JoJo Maman Bebe,GBP,17.50,25,Save up to £8,,,https://media.very.co.uk/i/very/WE2S8_SQ1_0000000047_GREEN_SLf?$pdp_300x400_x2$&fmt=jpg,,"['0-3 MONTHS', '3-6 MONTHS', '6-12 MONTHS', '12-18 MONTHS', '18-24 MONTHS', '2-3 YEARS']",,False
https://www.very.co.uk/liverpool-fc-2-pack-lfc-boxers-multi/1601030436.prd,1601030436,2 Pack LFC Boxers - Multi,Liverpool FC,GBP,6.50,12,Save up to £6.50,4,5,https://media.very.co.uk/i/very/W3AK9_SQ1_0000000029_MULTI_PKf?$pdp_300x400_x2$&fmt=jpg,"2 Pack Boxers by Liverpool FC, Multi, Elasticated waist, Liverpool Football Club print, Products must be returned unworn, unwashed, in their original condition with all tags and original order packing slip, We reserve the right to refuse returns that show signs of wear or do not meet the above criteria","['3-4 YEARS', '5-6 YEARS', '7-8 YEARS', '9-10 YEARS', '11-12 YEARS']","['Material Content: 95% Cotton 5% Elastane', 'Washing Instructions: Machine Washable']",True
https://www.very.co.uk/adidas-junior-squadra-25-jersey-brown/1601087755.prd,1601087755,Junior Squadra 25 Jersey - Brown,adidas,GBP,13,,,5,4.8,https://media.very.co.uk/i/very/WAR8U_SQ1_0000000143_BROWN_MDf?$pdp_300x400_x2$&fmt=jpg,,"['5-6 YEARS', '7-8 YEARS', '9-10 YEARS', '11-12 YEARS', '13-14 YEARS', '15-16 YEARS']",,True
https://www.very.co.uk/adidas-originals-infant-unisex-hoodie-set-big-logo-execution-turquoise/1601089649.prd,1601089649,Infant Unisex Hoodie Set Big Logo Execution - Turquoise,adidas Originals,GBP,38,,,1,5,https://media.very.co.uk/i/very/WARA7_SQ1_0000000020_BLUE_SLf?$pdp_300x400_x2$&fmt=jpg,,"['0-3 MONTHS', '3-6 MONTHS', '6-9 MONTHS', '9-12 MONTHS', '12-18 MONTHS', '18-24 MONTHS', '2-3 YEARS', '3-4 YEARS']",,False
https://www.very.co.uk/everyday-boys-3-pack-vests-bluegreywhitenbsp/1600425871.prd,1600425871,Boys 3 Pack Vests - Blue/Grey/White ,Everyday,GBP,6,,,13,4.7,https://media.very.co.uk/i/very/PQYWG_SQ1_0000000020_BLUE_PKf?$pdp_300x400_x2$&fmt=jpg,"Kids Vests by Everyday, Blue/Grey/WhiteÂ , Great value pack of three, Spun in super soft, breathable cotton blend that's kind to their skin, This pack of vests is perfect for school and come in white, grey and blue","['12-18 MONTHS', '18-24 MONTHS', '2-3 YEARS', '3-4 YEARS', '4-5 YEARS', '5-6 YEARS', '7-8 YEARS']","['Material Content: 65% Polyester 35% Cotton', 'Washing Instructions: Machine Washable']",True
https://www.very.co.uk/oex-junior-boys-flynn-tee-and-shorts-yellowgrey/1601142631.prd,1601142631,Junior Boys Flynn Tee and Shorts - Yellow/Grey,OEX,GBP,45,,,1,5,https://media.very.co.uk/i/very/WH9D8_SQ1_0000000076_YELLOW_SLf?$pdp_300x400_x2$&fmt=jpg,"Junior Boys Flynn Tee And Short by OEX, Yellow/Grey, Matching set makes for easy co-ordination, Light and comfortable, Elasticated waistbandÂ ","['8-9 YEARS', '10-11 YEARS', '12-13 YEARS', '13-14 YEARS']","['Material Content: 90% Polyester / 10% Elastane', 'Washing Instructions: Machine Washable']",False
https://www.very.co.uk/hot-wheels-2-piece-t-shirt-and-short-set-blue/1601105248.prd,1601105248,2 Piece T-Shirt And Short Set - Blue,Hot Wheels,GBP,16,,,1,5,https://media.very.co.uk/i/very/WCVCT_SQ1_0000000020_BLUE_SLf?$pdp_300x400_x2$&fmt=jpg,"2 Piece T-Shirt And Short Set by Hot Wheels, Blue, Crew neck, Short sleeves, Hot wheels graphic print, Elasticated waist with drawstring shorts in check print","['2-3 YEARS', '3-4 YEARS', '4-5 YEARS', '5-6 YEARS', '6-7 YEARS', '7-8 YEARS']",,False
https://www.very.co.uk/bluey-besties-short-sleeve-pyjamas-navy/1601045307.prd,1601045307,Besties Short Sleeve Pyjamas - Navy,Bluey,GBP,14,,,1,1,https://media.very.co.uk/i/very/W59HR_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,"Besties Short Sleeve Pyjamas by Bluey, Navy, Short sleeve, Crew neck, Bluey graphic print, Elasticated waist bottoms","['12-18 MONTHS', '18-24 MONTHS', '2-3 YEARS', '3-4 YEARS', '4-5 YEARS', '5-6 YEARS', '6-7 YEARS']",,False
https://www.very.co.uk/tommy-hilfiger-boys-short-sleeve-essential-logo-t-shirt-white/1600461252.prd,1600461252,Boys Short Sleeve Essential Logo T-Shirt - White,Tommy Hilfiger,GBP,20,,,8,3.1,https://media.very.co.uk/i/very/Q9VRY_SQ1_0000000013_WHITE_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Short Sleeve Essential Flag Top by Tommy Hilfiger, White, Crafted from pure cotton for a breathable wear, Short, practical sleeves, Signature Tommy brandingÂ to front, Crew neckline, Flag logo embroidered to sleeve for a stamp of authenticity, Organically grown cotton is made without chemical fertilizers and pesticides","['4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '10 YEARS', '12 YEARS', '14 YEARS', '16 YEARS']",,True
https://www.very.co.uk/under-armour-kids-boys-printed-t-shirt-and-short-set-mod-gray-heather/1601098024.prd,1601098024,Kids Boys Printed T-Shirt And Short Set - Mod Gray Heather,UNDER ARMOUR,GBP,25.60,32,Save £6.40,,,https://media.very.co.uk/i/very/WBTNG_SQ1_0000000005_GREY_SLf?$pdp_300x400_x2$&fmt=jpg,"Kids Boys Printed T-Shirt And Short Set - Grey by UNDER ARMOUR, Mod Gray Heather, Crew neck, Short sleeves, LogoÂ , Elasticated waist shorts with logo","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS']",,True
https://www.very.co.uk/everyday-boys-jogging-bottoms-navy/1601040343.prd,1601040343,Boys Jogging Bottoms - Navy,Everyday,GBP,9,,,1,5,https://media.very.co.uk/i/very/W4VOD_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Jogging Bottom by Everyday, Navy, Elasticated waist with drawstring, Side pockets, Ribbed cuffs, Back pocket","['3 YEARS', '4 YEARS', '5 YEARS', '6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']",,True
https://www.very.co.uk/river-island-mini-boys-textured-stripe-polo-set-blue/1601140149.prd,1601140149,Boys Textured Stripe Polo Set - Blue,River Island Mini,GBP,26,,,,,https://media.very.co.uk/i/very/WHKI9_SQ1_0000000020_BLUE_SLf?$pdp_300x400_x2$&fmt=jpg,"Boys Textured Stripe Polo Set by River Island Mini, Blue, Polo top, Textured fabric, Zip fastening, Stripe design, Elasticated waist, Embroidery detail","['2-3 YEARS', '3-4 YEARS', '4-5 YEARS']","['Material Content: Cotton:  100%', '2 piece set', 'Polo top and shorts', 'Textured fabric', 'Collared', 'Short sleeves', 'Stripe detail', 'Zip fastening', 'Elasticated drawstring waistband', 'Embroidered detail']",False
https://www.very.co.uk/adidas-sportswear-junior-boys-essentials-t-shirt-black/1601089791.prd,1601089791,Junior Boys Essentials T-shirt - Black,adidas Sportswear,GBP,13,,,9,5,https://media.very.co.uk/i/very/WARK2_SQ1_0000000004_BLACK_MDf?$pdp_300x400_x2$&fmt=jpg,,"['7-8 YEARS', '9-10 YEARS', '11-12 YEARS', '13-14 YEARS', '15-16 YEARS']",,True
https://www.very.co.uk/adidas-youth-tiro-24-training-jersey-blackwhite/1600968907.prd,1600968907,Youth Tiro 24 Training Jersey - Black/white,adidas,GBP,11.50,13,Save £1.50,109,4.9,https://media.very.co.uk/i/very/VV6AA_SQ1_0000000019_BLACK_WHITE_SLf?$pdp_300x400_x2$&fmt=jpg,,"['5-6 YEARS', '7-8 YEARS', '9-10 YEARS', '11-12 YEARS', '13-14 YEARS', '15-16 YEARS']",,True
https://www.very.co.uk/v-by-very-boys-2-pack-plus-size-regular-leg-school-trousers-grey/1600406932.prd,1600406932,Boys 2 Pack Plus Size Regular Leg School Trousers - Grey,V by Very,GBP,14,,,38,3.5,https://media.very.co.uk/i/very/PK9FM_SQ1_0000000005_GREY_ASf?$pdp_300x400_x2$&fmt=jpg,"A ,  offers protection from sudden showers during the trip to school, Clever , keeps up with sudden growth spurts,  finish cuts down on ironing time,  keeps up with theirÂ growth spurts, Water-repellent to help them stay dry, A ,  allows them to shrug off minor spills and stains,  stand up to theÂ rough and tumble of the playground, Easywear adjustable elastic waist, allows you to amend the size for a more personalised fit,  for fuss-free drying on busy school mornings,  keeps them fresh all day long, Pockets, Belt loops, Warning: keep away from fire and flames","['3-4 YEARS', '4-5 YEARS', '5-6 YEARS', '6-7 YEARS', '7-8 YEARS', '8-9 YEARS', '9-10 YEARS', '10-11 YEARS', '11-12 YEARS', '12-13 YEARS', '13-14 YEARS', '14-15 YEARS', '15-16 YEARS']","['Material Content: 65% Polyester 35% Viscose', 'Washing Instructions: Machine Washable']",True
https://www.very.co.uk/everyday-boys-navy-short-sleevenbsppolo-navy/1600918410.prd,1600918410,Boys Navy Short Sleeve Polo - Navy,Everyday,GBP,5.50,8,Save up to £3,4,5,https://media.very.co.uk/i/very/VOGR0_SQ1_0000000048_NAVY_SLf?$pdp_300x400_x2$&fmt=jpg,"Children's PoloÂ fromÂ V by Very, Navy, Add a smart choice to their wardrobe withÂ this classic polo tee, Collared neckline, Three-button placket, Cuffed short sleeves, White trim detail, VersatileÂ navy colourway","['6 YEARS', '7 YEARS', '8 YEARS', '9 YEARS', '10 YEARS', '11 YEARS', '12 YEARS', '13 YEARS', '14 YEARS', '15 YEARS', '16 YEARS']","['Material Content: 100% Cotton', 'Washing Instructions: Machine Washable']",True
https://www.very.co.uk/sonic-the-hedgehog-short-sleeve-back-print-t-shirtnbsp/1601076377.prd,1601076377,Short Sleeve Back Print T-shirt ,Sonic the Hedgehog,GBP,5,8,Save up to £3.50,1,5,https://media.very.co.uk/i/very/W94H2_SQ1_0000000005_GREY_SLf?$pdp_300x400_x2$&fmt=jpg,"Short Sleeve T-Shirt by Sonic the Hedgehog, Grey, Short sleeve, Crew neck, Sonic The Hedgehog graphic print","['4-5 YEARS', '5-6 YEARS', '6-7 YEARS', '7-8 YEARS', '8-9 YEARS', '9-10 YEARS', '10-11 YEARS']",,False
