pdp_url,product_name,price_was,percentage_discount,selling_price,images,review,rating,breadcrumb,brand,size,care_instructions,properties,features
https://www.lidl.nl/p/silvercrest-kitchen-tools-digitale-waterkoker-1-5-l/p100380963,"Digitale waterkoker 1,5 L ",,,29.99,"['https://www.lidl.nl/assets/gcp1a725bff08e1488a88e30b91d7a21a92.jpg', 'https://www.lidl.nl/assets/gcp37e1fd1d9fd84b9a8dbafab6d858b090.jpg']",38,4.8,Home > Keuken & huishouden > Keukenapparaten,SILVERCREST® KITCHEN TOOLS,,,"Met LED-display voor temperatuurweergave, Comfortabele en slimme bediening via touch-functie, 4 temperatuurstanden selecteerbaar, Hoge veiligheid door droogkook- en oververhittingbeveiliging, Vermogen: max. 3000 W, Inhoud: 1,5 l, Met praktische warmhoudfunctie, Met veilig Cool-Touch-behuizing – behuizing wordt niet heet, Strix Controller, Uitneembaar en afwasbaar kalkfilter voor eenvoudige reiniging, 360°-draaisokkel","{'Inhoud': '1,5 l', 'Materiaal': '-', 'Vermogen': '3000 W', 'Tijd tot koken': 'Koken van 1 l water: ca. 2:38 min.', 'Deksel': '-', 'Eénhands-deksel opening': '-', 'Droogkook- en oververhittingbeveiliging': 'ja', 'Ketel': '-', 'Kalkfilter': 'ja', 'Waterniveau indicator': '-', 'LED-lichtring': 'LED-display voor temperatuurweergave', 'Snoerlengte': '75 cm', 'Afmetingen': '-', 'Gewicht': '-'}"
https://www.lidl.nl/p/silvercrest-kitchen-tools-onderzetter-monsieur-cuisine/p100379989,Onderzetter Monsieur Cuisine ,,,24.99,"['https://www.lidl.nl/assets/gcp8d91bf6618494d7b88ae243aec55126b.jpeg', 'https://www.lidl.nl/assets/gcpc9702dedb23a4698ac63b4cfc6104198.jpeg', 'https://www.lidl.nl/assets/gcpb20967972104427dba587de3910ebc99.jpeg', 'https://www.lidl.nl/assets/gcpfe8cb4d01b154a88a4ff79b31f0e056b.jpeg', 'https://www.lidl.nl/assets/gcp1f9ac9638c8744d1a382b7cbc999a60e.jpeg']",206,4.8,Home > Keuken & huishouden > Monsieur Cuisine,SILVERCREST® KITCHEN TOOLS,,,"Kan worden gebruikt voor alle Monsieur Cuisine modellen, Met 2 glijpootjes voor gemakkelijk verschuiven op het werkblad, Optimale stabiliteit bij elke mengfase dankzij 4 antislipvoetjes",
https://www.lidl.nl/p/silvercrest-kitchen-tools-handmixerset/p100366382,Handmixerset ,,,44.99,"['https://www.lidl.nl/assets/gcpd2f11d2da2e04f599d248fde75ff533b.jpeg', 'https://www.lidl.nl/assets/gcpaa9d2325a5084932a3a0e4eb2cf61021.jpeg', 'https://www.lidl.nl/assets/gcpac21276cdb854382b2f8020d1a9dcd02.jpeg', 'https://www.lidl.nl/assets/gcpae39c497fa054704b57456e675d99843.jpeg', 'https://www.lidl.nl/assets/gcpe168a66d77d748d1ba6a4126d639c12b.jpeg', 'https://www.lidl.nl/assets/gcp6a64dc3fdf8a405c967a5138f2d8f30b.jpeg', 'https://www.lidl.nl/assets/gcp40f34944e5034d01b75bc13b688abbd1.jpeg', 'https://www.lidl.nl/assets/gcpaa61472bda8a434d8e100739d1aae76a.jpeg', 'https://www.lidl.nl/assets/gcpf03653de820044829ee0ac9c792db8fd.jpeg', 'https://www.lidl.nl/assets/gcpbd088bd6fd404d8ebdb22dae7e1859e2.jpeg']",368,4.7,Home > Keuken & huishouden > Keukenapparaten,SILVERCREST® KITCHEN TOOLS,,,"Met staafmixer-opzetstuk om te mixen en pureren, Gereedschapstandaard voor handsfree gebruik, Automatisch draaiende mengkom met 2,5 l bruikbare inhoud, Spatdeksel met praktische vulopening, 5 snelheden, Turboknop schakelt in ieder snelheidsniveau naar maximale snelheid, Ergonomische greep, Uitwerpknop voor gemakkelijk verwijderen van de accessoires, Handmixer kan ook zonder statief worden gebruikt, Staafmixer-opzetstuk met 2-messen van roestvrij staal, 1 kunststof deegschraper, Incl. 5 receptsuggesties, Vermogen: 300 W, Kabellengte: ca. 1,35 m",
https://www.lidl.nl/p/krups-automatisch-koffiezetapparaat-ea81/p100354788,Automatisch koffiezetapparaat EA81 ,,,299.0,"['https://www.lidl.nl/assets/gcp792cb82ceb464c3ab5557bee4fae3096.jpeg', 'https://www.lidl.nl/assets/gcp1318d3b53c2245688d146b76a6a21caf.jpeg', 'https://www.lidl.nl/assets/gcp6b98e42a2b0d45a5bf20d30cab1c2bf7.jpg', 'https://www.lidl.nl/assets/gcpd1ad6e715adf4020ab6149ab49590905.jpeg', 'https://www.lidl.nl/assets/gcpb125f1f6bb3845a8a28b514a103b88cf.jpeg', 'https://www.lidl.nl/assets/gcp7ca1d707f93d44c082fbceb583bf26a3.jpeg', 'https://www.lidl.nl/assets/gcp4224524671744277abd7736044b52cd2.jpeg', 'https://www.lidl.nl/assets/gcpfa7b96e0650d48cb9b44a4ebc4ce4b88.jpeg', 'https://www.lidl.nl/assets/gcpdbf0ad3dc5134814aea0e2448d2359e3.jpeg', 'https://www.lidl.nl/assets/gcpdb6ad22ae85f49b48fd987fd0fbfaeeb.jpeg', 'https://www.lidl.nl/assets/gcpa0f281c60089486b86b6503fc1273433.jpeg', 'https://www.lidl.nl/assets/gcp310779f8d74b4198aa060fccaabd53f0.jpeg', 'https://www.lidl.nl/assets/gcp20e32dc2f98b4d61afa6064d111320f7.jpeg', 'https://www.lidl.nl/assets/gcp18692fdb2898435c9b367c140a3d02a9.jpeg', 'https://www.lidl.nl/assets/gcpafeac3587dca4bb8a32ff3fac64a65e5.jpeg', 'https://www.lidl.nl/assets/gcpa72076d135ad426c8ea3c4cd53e1d19b.jpeg', 'https://www.lidl.nl/assets/gcpd014be74f11e40edb1602574c4f7df87.jpeg', 'https://www.lidl.nl/assets/gcp14b69d0b9d8c4601a037dafb6b5fd181.jpeg', 'https://www.lidl.nl/assets/gcp7e133ff5e9d74549bfc94e3e6ba804af.jpeg', 'https://www.lidl.nl/assets/gcp8b8aa50aa6b94c4ab3bb089f2b2238ac.jpeg', 'https://www.lidl.nl/assets/gcp62f3720003684a0181719255c682cfca.jpeg', 'https://www.lidl.nl/assets/gcp2ecab17888134d0b8f39e77357bc6fe0.jpeg', 'https://www.lidl.nl/assets/gcpe002abfecd1041aeac3728170098c5f7.jpg']",671,4.5,Home > Keuken & huishouden > Keukenapparaten,Krups,,,"Groot en makkelijk leesbaar scherm, Compact formaat, past in elke keuken, Snel opgewarmd en hete koffie vanaf de eerste kop, Bewaar 2 favoriete koffies met eigen sterkte en hoeveelheid, Stel zelf koffiesterkte, hoeveelheid water en temperatuur in, Ingebouwde metalen koffiemolen met 3 maalstanden, Extra maalfunctie voor grotere koppen koffie, Stoompijpje voor direct melk opschuimen in je kopje, Verstelbare koffie-uitloop voor kleine en grote kopjes, Stoomfunctie om melk apart op te schuimen, Doorzichtig bonenreservoir voor 275 gram koffiebonen, Zetgroep past zich aan tussen 6 en 9 gram koffie, Automatisch schoonmaak- en ontkalkingsprogramma, Automatisch uitschakelen op jouw gewenste tijd, Koffiereservoir voor 9 gebruikte porties, Uitneembaar opbergvak voor extra gemak, Vermogen: 1450 W, Pompdruk: 15 bar, Waterreservoir: 1,8 L",
https://www.lidl.nl/p/silvercrest-kitchen-tools-2-in-1-grill/p100379988,2-in-1 grill ,,,39.99,"['https://www.lidl.nl/assets/gcp5e142dc423664df985ca7befa76b97b8.jpg', 'https://www.lidl.nl/assets/gcp1496308f646249fd91de89b3f9184cf4.jpg', 'https://www.lidl.nl/assets/gcp370e334fa66d4686ab1d4f2ef4047ccd.jpg', 'https://www.lidl.nl/assets/gcpf682c4b72cd743aeaeb32e0aea324620.jpg', 'https://www.lidl.nl/assets/gcpba311b15be94405dbc17ce92821d1f47.jpg', 'https://www.lidl.nl/assets/gcpfdc0fe4e4685474bbff6fba03dced91d.jpg']",283,4.6,Home > Keuken & huishouden > Barbecues,SILVERCREST® KITCHEN TOOLS,,,,"{'Grillthermometer': 'Nee', 'Temperatuurniveau': '-', 'Aanraakscherm': 'Nee', 'Prestaties': '2000W', 'Materiaal behuizing': 'roestvrij staal', 'Materiaal grillplaat': 'Gegoten aluminium', 'Antiaanbaklaag': 'Antiaanbaklaag van ILAG®', 'In hoogte verstelbaar': 'Nee', 'Variabele contactinstelling': 'Ja', 'Grillgebied': 'ca. 293 x 263 mm (B x D)', 'Advertentie': 'Nee', 'Accessoires': 'Sapopvangbak en reinigingsschraper', 'Vaatwasmachinebestendig': '-', 'Massa': 'ca. 339 x 383 x 120 mm (L x B x H)', 'Gewicht': 'ca. 3,2 kg', 'Kabellengte': 'ca. 1 m'}"
https://www.lidl.nl/p/silvercrest-kitchen-tools-sous-videstick/p100381978,Sous-videstick ,,,64.99,"['https://www.lidl.nl/assets/gcpa5e3a6bbf1744efc8230d82f1ecff23a.jpg', 'https://www.lidl.nl/assets/gcpedfe9abdf88148e9a344e9442f9c2c35.jpg', 'https://www.lidl.nl/assets/gcp587009f2a5e940a89cf0277ffaeb63cf.jpg', 'https://www.lidl.nl/assets/gcpe5fcc7f7fedf4360a5666bd13569bd07.jpg']",183,4.7,Home > Keuken & huishouden > Keukenapparaten,SILVERCREST® KITCHEN TOOLS,,,"Voor vacuüm garen, laagtemperatuur garen, koken, opwarmen en warmhouden, Handig en flexibel inzetbaar in alle hittebestendige vaten vanaf 14 cm hoogte, Precies garen door elektronische temperatuurregeling (30-95 °C in stappen van 0,1 °C) en watercirculatie, LED-display met timer en actuele watertemperatuur, Intuïtieve bediening via sensorknoppen, Timer instelbaar tot 99 uur en 59 minuten in stappen van 1 minuut, Behuizing van roestvrij staal, Eenvoudige bevestiging aan de rand van de container middels clip, Ruimtebesparende opbergmogelijkheid, Bij deze bereidingsmethode uit de gastronomie wordt vlees, vis of groenten in een vacuümzak bijzonder voorzichtig bereid – voor een pure smaakbeleving., Waardevolle vitaminen, voedings- en bestanddelen blijven grotendeels behouden en aan het toevoegen van vet kan volledig worden vermeden.","{'Vermogen': '1000 W', 'Timer': 'instelbaar tot 99 uur en 59 min', 'Uitrusting': '-', 'Temperatuurstand': '30-95 °C', 'Kabellengte': '1,5 m', 'Afmetingen': 'ca. B 85,5 x H 130 x D 390 mm', 'Gewicht': 'ca. 1,5 kg', 'Leveringsomvang': '1x Sous-Vide-Stick'}"
https://www.lidl.nl/p/silvercrest-kruimeldief/p100382790,Kruimeldief ,,,24.99,"['https://www.lidl.nl/assets/gcp7cefab28b46945a99dd71ad0b202b24e.jpg', 'https://www.lidl.nl/assets/gcpe23d42c8c22547ec9f3630b464d6490a.jpg', 'https://www.lidl.nl/assets/gcp5a2b28384ea949a99eb1abb1bfca38ba.jpg', 'https://www.lidl.nl/assets/gcp23344bf5dc4b47d9823186fdb2684faa.jpg', 'https://www.lidl.nl/assets/gcpf1c9fa4698834ee9beccec9304326a9a.jpg', 'https://www.lidl.nl/assets/gcp17829b23e1d44322a0d9df624f1efa23.jpg', 'https://www.lidl.nl/assets/gcp7a90549aadd94b26b347ebaa71a1654b.jpg', 'https://www.lidl.nl/assets/gcpf7a633fd9c7347749998e3157eac0e99.jpg', 'https://www.lidl.nl/assets/gcp3e21d34706454cb0b791e9d9c0dc6ee1.jpg']",127,4.5,Home > Keuken & huishouden > Huishouden & schoonmaken,SILVERCREST®,,,"Voor natte en droge reiniging, Met krachtige Li-ion-accu, Snoerloos stofzuigen, Met natzuigmond en zuigmond voor kieren, Wandmontage mogelijk door meegeleverde wandhouder inclusief montagemateriaal, Uitwasbaar permanent stoffiltersysteem, Gereedschapsloze demontage van het apparaat voor eenvoudige reiniging en eenvoudige lediging van de verwijderbare stofcontainer, Incl. USB-C-laadkabel (180 cm)","{'Looptijd': 'ca. 20 min. bij volledige lading', 'Accu': 'Li-ion-accu: 7,4 V 2200 mAh', 'Stofreservoirinhoud': 'Stof: max. 400 ml, Vloeistoffen: max. 120 ml', 'Snoerloos': 'ja', 'Vermogen': '40 W', 'Zoogstand': '1', 'Zuurbuis / steel': '-', 'Laadstation': '-', 'Laadtijd': '-', 'Geluidssterkte': '68 dB', 'Filter': 'Permanent stoffiltersysteem', 'Snoerlengte': 'ca. 180 cm', 'Afmetingen': 'Apparaat incl. accu: 38,6 x 11,5 x 12 cm, wandhouder: ca. 12,2 x 3,3 x 6,5 cm', 'Gewicht': 'Apparaat incl. accu: ca. 800 g, wandhouder: ca. 34 g', 'Leveringsomvang': '1x accu-handstofzuiger, 1x zuigmond voor kieren, 1x wandhouder inclusief montagemateriaal, 1x USB-kabel'}"
https://www.lidl.nl/p/tefal-snelkookpan-secure-click/p100345632,Snelkookpan Secure Click ,,,74.95,"['https://www.lidl.nl/assets/gcp210aeb90c6754dbab24906b4499e1d8b.jpeg', 'https://www.lidl.nl/assets/gcp9c2e9e34ae8f447584c0fe57ffe68eb2.jpeg', 'https://www.lidl.nl/assets/gcp0d78ff7c23a446bab2d6eeecc78408ba.jpeg', 'https://www.lidl.nl/assets/gcpec7931c646ad4d2c8fd85b5570a396fd.jpeg', 'https://www.lidl.nl/assets/gcpe3e9a907c6d748d8b148f8689b26ee0e.jpeg', 'https://www.lidl.nl/assets/gcpdb70e877d8aa4faa8e4a2145c9a7a055.jpeg']",197,4.7,Home > Keuken & huishouden > Koken & bakken,Tefal,,,,
https://www.lidl.nl/p/silvercrest-kitchen-tools-monsieur-cuisine-smart/p100386951,Monsieur Cuisine Smart ,,,499.0,"['https://www.lidl.nl/assets/gcp64266d2d9b564f268c21cce00027bac8.jpg', 'https://www.lidl.nl/assets/gcpb0f572e10a5f4511a33efac3fe788d65.jpg', 'https://www.lidl.nl/assets/gcpd7bea4f295294a8a86d0aec3adc5309b.jpg', 'https://www.lidl.nl/assets/gcp7b43c24dbf9a4cc0b52b20d4fa43f2fc.jpg', 'https://www.lidl.nl/assets/gcpb9e07da0211b4971a4541147cd5e1205.jpg', 'https://www.lidl.nl/assets/gcpb8379d57f6bf41b9bccf0e9699ee8115.jpg', 'https://www.lidl.nl/assets/gcpf7d274cbeb5b4f21950a90c7b1bfd2a1.jpg', 'https://www.lidl.nl/assets/gcpf9ef97eac46444e9a3d3e66c5bda941e.jpg', 'https://www.lidl.nl/assets/gcp3a48edd88a8043c2b8e5ea38ab5b9d14.jpg', 'https://www.lidl.nl/assets/gcpc56ba5fb3b92458e936738e9e1abe74d.jpg', 'https://www.lidl.nl/assets/gcp74676fd05daa41ba950bc1e869e425b2.jpg', 'https://www.lidl.nl/assets/gcpa3a5b617397e4065b8b7cab396c20804.jpg', 'https://www.lidl.nl/assets/gcp8a0800d4d3a94c90a33b46d5e7f19d61.jpg', 'https://www.lidl.nl/assets/gcpfbd08bd1aa3549569785e0ba8005ebda.jpg', 'https://www.lidl.nl/assets/gcp808b20ad489c448e935d6a1ae1e22c6c.jpg', 'https://www.lidl.nl/assets/gcp786f2f0f940d4d488ea893ce465d8d99.jpg', 'https://www.lidl.nl/assets/gcp10c20e293a6e4b68a17009d054fdcf3b.jpg', 'https://www.lidl.nl/assets/gcp159e23cc28804b479b7c6d4e482955d0.jpg', 'https://www.lidl.nl/assets/gcp9853f19b3f8d4c68ada655c2eb82162b.jpg', 'https://www.lidl.nl/assets/gcpb67646c870be4c27bdd6bda1a3e78fef.jpg', 'https://www.lidl.nl/assets/gcpaf79ec30cebe4588aa130b9babbf6c15.jpg', 'https://www.lidl.nl/assets/gcpba03e773ba404af596330bb7f7b55cff.jpg', 'https://www.lidl.nl/assets/gcpa9c6bf9f33d34a319480f3617e6d1b7b.jpg', 'https://www.lidl.nl/assets/gcp51bc27d94db446328ced1f84e45c92b5.jpg', 'https://www.lidl.nl/assets/gcpdcfa1734384e4c1cbb86ff2fe555f7ea.jpg', 'https://www.lidl.nl/assets/gcp2bff71b03cef4550b68bc76d972fa013.jpg', 'https://www.lidl.nl/assets/gcp2e1b849eb60b473580d506133c40e32c.jpg', 'https://www.lidl.nl/assets/gcpe34c0da426f94eb9a3c7cb49329a7e19.jpg']",683,4.7,Home > Keuken & huishouden > Monsieur Cuisine,SILVERCREST® KITCHEN TOOLS,,,,"{'Kleur': 'antraciet', 'Linksdraaiend': ""voor het roeren van soepen, risotto's, stoofschotels etc. en het voorzichtig bereiden van voedsel zonder te vermalen"", 'Rechtsdraaiend': 'voor het vermalen van ingrediënten', 'Snelheidsinstellingen': '10-traps snelheidsregeling en extra turbofunctie voor pulserend mengen', ""Automatische programma's"": 'Kneden, stomen, aanbraden, bereiding van smoothies, pureren, reinigen, eieren koken, fermenteren, slow cooking en sous-vide', 'Weegschaal': 'Geïntegreerde keukenweegschaal voor direct wegen in de pan (tot 5 kg)', 'Display': 'Responsief en 8＂-touchdisplay voor eenvoudige bediening', 'Timer': '99 minuten', 'COOKING-PILOT': 'meer dan 1000 voorgeïnstalleerde recepten met stapsgewijze instructies', 'VIDEO GUIDED COOKING': 'bij geselecteerde recepten', 'WLAN-functie': 'voor maandelijkse receptenupdates', 'Spraakbesturing': 'Google Assistent (met actieve WLAN-verbinding)', 'Weekplanner': '✓', 'Kookfunctie': '1.050 Watt', 'Mixen': '1.000 Watt', 'Toerental': 'ca. 125 tot 5.500 tpm', 'Temperatuurinstelling': 'van 37 tot 130 °C', 'Accessoires': 'Alle accessoires zijn vaatwasmachinebestendig en BPA-vrij', 'Afmetingen': 'ca. 45,7 x 37 x 29 cm'}"
https://www.lidl.nl/p/livarno-home-rvs-bestekset-16-delig/p100379934,RVS bestekset 16-delig ,,,14.99,"['https://www.lidl.nl/assets/gcp92588d273e6946fdad50761b12e653ce.jpeg', 'https://www.lidl.nl/assets/gcp7698b2b1203d47cf887dce72aa2c8819.jpeg', 'https://www.lidl.nl/assets/gcpe3306d21060c4526aa7dd2832a45c87b.jpeg', 'https://www.lidl.nl/assets/gcp0ce89a4b5a4f4db2a50eca5558adaf31.jpeg', 'https://www.lidl.nl/assets/gcpefb9d360d2d94c3b931b7a2f36e4d08e.jpeg', 'https://www.lidl.nl/assets/gcpc0f32db60e1f421385a28a1b416133ec.jpeg', 'https://www.lidl.nl/assets/gcp1154102724cd4da88a5f910d9b93108f.jpeg', 'https://www.lidl.nl/assets/gcp1f11ae0d1a4844508416c26e78591ab3.jpeg']",205,4.1,Home > Keuken & huishouden > Tafelen,LIVARNO home,,,"Tot 4 personen, Bestaande uit 4 vorken, 4 messen, 4 eetlepels en 4 theelepels, Geschikt voor de vaatwasser, Gemaakt van hoogwaardig roestvrij staal (420 (13/0) messen / 430 (18/0) vorken, eetlepels, koffielepel), 16-delig, Voor het eerste gebruik reinigen, Incl. verzorgingsinstructies, Voldoet aan EN ISO8442-2","{'Vaatwasmachinebestendig': 'Ja', 'Geschikt voor magnetron': '-', 'Materiaal': 'RVS, messen: 420 (13/0), vorken / eetlepels / koffielepels 430 (18/0)', 'Aantal personen': 'Voor maximaal 4 personen', 'Leveringsomvang': '4x Vorken, 4x messen, 4x eetlepels, 4x koffielepels'}"
https://www.lidl.nl/p/coox-siliconen-bakvorm-wunderform-m/p100336826002,Siliconen bakvorm Wunderform M ,,,12.99,"['https://www.lidl.nl/assets/gcp85fa3d55fe634a1ca1ad2919a50f778f.jpeg', 'https://www.lidl.nl/assets/gcp2229073a0367483a9ccfef644380ae1e.jpeg']",98,4.8,Home > Keuken & huishouden > Koken & bakken,Coox,,,"Opvouwbare siliconen-bakvorm, Nooit meer storten, gewoon ontvouwen, Zeer ruimtebesparend, Niets kleeft vast, Gemakkelijk schoon te maken, vaatwasmachinebestendig, Direct glazuren en decoreren, Geen vervorming door metalen verstevigingen in de bakvorm, Standaardformaat voor bakmixen, Inhoud: ca. 1,5 liter, Geschikt voor temperaturen van -40 tot +230°C",
https://www.lidl.nl/p/topmove-boodschappenmandje/p100370945002,Boodschappenmandje ,,,9.99,"['https://www.lidl.nl/assets/gcpde2cc044333141bfba783f78cb0f3c90.jpeg', 'https://www.lidl.nl/assets/gcpe7c3aaa8800943e8a9fb12c393fe435d.jpeg', 'https://www.lidl.nl/assets/gcpac54d50d80384180a7129499e428ab3e.jpeg', 'https://www.lidl.nl/assets/gcpc6b1ee1479754ab89bcb56d2e687f4e1.jpeg', 'https://www.lidl.nl/assets/gcpa03604aec80441799a9bb682be300b3f.jpeg', 'https://www.lidl.nl/assets/gcpe33e1ef03f204c77b45c364ca2d6eed6.jpeg', 'https://www.lidl.nl/assets/gcp8fc97cefff374ae28dabdf8fd8b0bba6.jpeg']",142,4.8,Home > Keuken & huishouden > Opbergen & bewaren,TOPMOVE®,,,,"{'Afmetingen': 'ca. 48 x 28 x 26 cm (l x b x h)', 'Materiaal': 'Aluminium, schuim, polyester, kunststof', 'Inhoud': 'ca. 26 l', 'Kleuren': 'blauw, zwart'}"
https://www.lidl.nl/p/grillmeister-pizza-accessoireset/p100388908003,Pizza accessoireset ,,,13.99,"['https://www.lidl.nl/assets/gcpf82ad3b34e5e4e6e94ae5cd503d30df6.jpg', 'https://www.lidl.nl/assets/gcp203049c1aa5a40b79615f9f13f7f1dee.jpg', 'https://www.lidl.nl/assets/gcpe5ae5f41a3864c89ba662bf04bf28cea.jpg']",86,4.8,Home > Wonen & inrichting > Tuin & balkon > Barbecues,GRILLMEISTER,,,"Pizzaschep ,  , Inklapbare pizzaschep ,  , Pizzasnijder ,  , Voor gebruik bestrooien met bloem om aanbakken van het gebak te voorkomen., Het product niet gebruiken als het beschadigd is., Voor het eerste gebruik reinigen., Voor gebruik bestrooien met bloem om aanbakken van het gebak te voorkomen., Het product niet gebruiken als het beschadigd is., Voor het eerste gebruik reinigen., Het mes niet aanraken. Let op verwondingsgevaar., Let op: Buiten bereik van kinderen bewaren., Let op: Scherpe messen",
https://www.lidl.nl/p/silvercrest-kitchen-tools-monsieur-cuisine-smart-skms-1200-a1/p100364522,Monsieur Cuisine Smart SKMS 1200 A1 ,,,549.0,"['https://www.lidl.nl/assets/gcpd11c8c6fca8a45fa8dc3e90607aa95d6.jpg', 'https://www.lidl.nl/assets/gcpd6f69e502ce54304997b7b06e8c2c016.jpeg', 'https://www.lidl.nl/assets/gcpcffb1557b8384f4c8ff30704c912d924.jpeg', 'https://www.lidl.nl/assets/gcpaf2eef8d975a4c458b0f2590a5969fff.jpeg', 'https://www.lidl.nl/assets/gcp773900179edd44249f2482cc6557682b.jpeg', 'https://www.lidl.nl/assets/gcp8ab47cc4b77a4c11ade6a5a15dc9995d.jpeg', 'https://www.lidl.nl/assets/gcpa6f353ef12244474ab29e26011d1e418.jpeg', 'https://www.lidl.nl/assets/gcpb13826fe0eb84f51931ef539d6744a60.jpeg', 'https://www.lidl.nl/assets/gcp483eedf45ef340c4bd64b5dd22672cb2.jpeg', 'https://www.lidl.nl/assets/gcpdb720b9517c947b7a4ff5f68e920268f.jpeg', 'https://www.lidl.nl/assets/gcp6615ee96505c4815b5ccd5260713e723.jpeg', 'https://www.lidl.nl/assets/gcp743de5221efd42f4b12514b78b39129c.jpeg', 'https://www.lidl.nl/assets/gcpcfbc5d6d3c1449b4b5d91080da4c9680.jpeg', 'https://www.lidl.nl/assets/gcp3ad4bcd9700a480383e85e087b1d2f18.jpeg', 'https://www.lidl.nl/assets/gcp2c916e3f4a1049fca235e11a79456d7b.jpeg', 'https://www.lidl.nl/assets/gcpbc84703e3cc54b3694bbfbf2191ba547.jpeg', 'https://www.lidl.nl/assets/gcp90f68d22534545cead9d506e886562f7.jpeg', 'https://www.lidl.nl/assets/gcp94ce390d6c77431fb6b7ca4312e49afd.jpeg', 'https://www.lidl.nl/assets/gcpe0628d0133214944bab7c7b1ea575534.jpeg', 'https://www.lidl.nl/assets/gcpf368446705d04357a2b78be7f653ba72.jpeg', 'https://www.lidl.nl/assets/gcpf6a2aafc81b6469cacf8d264a17fdaa4.jpeg', 'https://www.lidl.nl/assets/gcp1692da0c6ab84cc3a1e018c1a9247b70.jpeg', 'https://www.lidl.nl/assets/gcp7c6c3f9061f142c5960addbda3071314.jpeg', 'https://www.lidl.nl/assets/gcp4e0e83140e9b491bb4f4a471e234a14a.jpeg', 'https://www.lidl.nl/assets/gcp3dbc789e5bf24fef83770495cb84d491.jpeg', 'https://www.lidl.nl/assets/gcp7e00858efe594d57b7015e1b7e7055d6.jpeg', 'https://www.lidl.nl/assets/gcpf7ccb763466b4ad09e5056ab980209cb.jpeg', 'https://www.lidl.nl/assets/gcpe231da6d65c6428f9ad50f9a1fbe86b3.jpeg', 'https://www.lidl.nl/assets/gcp1e42c0df0a39426492cf981bdd009bba.jpeg']",527,4.7,Home > Keuken & huishouden > Monsieur Cuisine,SILVERCREST® KITCHEN TOOLS,,,,
https://www.lidl.nl/p/livarno-home-stofzuigerzak/p100378517,Stofzuigerzak ,,,11.99,"['https://www.lidl.nl/assets/gcpbf77fc83b38e4196889c401e16c40cb1.jpeg', 'https://www.lidl.nl/assets/gcp1d6370ee84dd4aac89328acf4cc77120.jpeg', 'https://www.lidl.nl/assets/gcp2e1650ba1d3a40c6b0830ebd0b1f311e.jpeg', 'https://www.lidl.nl/assets/gcpd024712b8b5b493db8d7ea9dd3fbe310.jpeg', 'https://www.lidl.nl/assets/gcp7dcd54bf3d1e4e6ebb9515c426961eb8.jpeg', 'https://www.lidl.nl/assets/gcpece87ee71594407dbb48038d7f0c407c.jpeg', 'https://www.lidl.nl/assets/gcp793619e536e64c4eb1a338306f28fca2.jpeg']",174,4.7,Home > Wonen & inrichting > Slaapkamer > Kledingkasten,LIVARNO home,,,"Beschermt textiel tegen stof, vochtigheid en geuren, Set bestaande uit 2 x 5 zakken in twee maten, Ruimtebesparend - tot 75 % minder volume, Herbruikbaar, Eenvoudige hantering - opzuigen van de lucht met gangbare stofzuigers, Met terugslagklep - voorkomt het terugstromen van de lucht, 10 stuks (5 x groot, 5 x klein), Afmetingen (grote zak): ca. 130 x 74 cm, Afmetingen (kleine zak): ca. 86 x 50 cm, Alleen voor thuisgebruik, Verpakking voor eventuele vragen bewaren","{'Onderdelen': '-', 'Deksel': '-', 'Kijkvenster': '-', 'Afmetingen': 'Grote zakken: ca. 130 x 74 cm, kleine zakken: ca. 86 x 50 cm', 'Inhoud': '-', 'Rollen': '-', 'Stapelbaar': '-', 'Nestbaar': '-', 'Handgreep': '-', 'Materiaal': '-', 'Max. draagvermogen': '-'}"
https://www.lidl.nl/p/silvercrest-kitchen-tools-glazen-waterkoker/p100390024,Glazen waterkoker ,,,24.99,"['https://www.lidl.nl/assets/gcp53115a9d519a4957b4d1a40e9fc5cd7c.jpg', 'https://www.lidl.nl/assets/gcp0d875447bcf6476e8b0b8eea0b476c8a.jpg', 'https://www.lidl.nl/assets/gcp36dbd0f41ad74aceb619752646106c1c.jpg', 'https://www.lidl.nl/assets/gcpdc3035590530417c99bbde5173eaed43.jpg', 'https://www.lidl.nl/assets/gcp189f32783b36417195c352179ec1b230.jpg']",163,4.7,Home > Keuken & huishouden > Keukenapparaten,SILVERCREST® KITCHEN TOOLS,,,"LED-kleurverandering afhankelijk van de temperatuur ,  , LED-lichtring in de bodem van de houder, Kookt 1 l water in ca. 2:38 min., Deksel met eenhandbediening, Droogkook- en oververhittingbeveiliging, 360°-draaivoet, Geïntegreerde snoeropwikkeling, Met waterniveau-indicator, Snoerlengte: ca. 80 cm","{'Bruikbaar volume': 'ca. 1,7 l', 'Materiaal': 'RVS, kunststof', 'Vermogen': 'ca. 3000 W', 'Tijd tot koken': 'kookt 1 l water in ca. 2:38 min', 'Deksel': 'ja', 'Eenhand-deksel opening': 'ja', 'Droogkook- en oververhittingbeveiliging': 'ja', 'Ketel': 'ja', 'Kalkafzettingfilter': 'ja, aan het deksel bevestigd', 'Waterniveau-indicator': 'ja', 'LED-lichtring': 'ja', 'Snoerlengte': 'ca. 80 cm', 'Afmetingen': 'ca. 22 x 16 x 24,85 cm', 'Gewicht': 'Ketel: ca. 900 g, basis: ca. 240 g'}"
