pdp_url,product_name,selling_price,regular_price,rating,review,image,ingredients,warning,specification,promotion_description,product_description
https://www.walmart.com/ip/Gemmy-Airblown-Inflatable-Bluey-in-Vampire-Costume-Bluey-3-5-ft-Tall-Blue/1148036767,"Gemmy Airblown Inflatable Bluey in Vampire Costume Bluey, 3.5 ft Tall, Blue",52.99,,4.6,47,https://i5.walmartimages.com/seo/Gemmy-Airblown-Inflatable-Bluey-in-Vampire-Costume-Bluey-3-5-ft-Tall-Blue_13f61900-f537-49a1-9e94-2eb0d925d708.36e4429e26deac840d4c6e4f60683f72.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Gemmy', 'Assembled Product Weight': '4 lb', 'Occasion': 'Halloween'}",,"Vampire Bluey Inflatable Halloween Decoration | Self-Inflating Lighted Yard OrnamentMake your yard the talk of the town this Halloween with our Bluey Inflatable Halloween Decoration! Standing at 3.5 feet tall and complete with a charming jack-o'-lantern accessory, this adorable Airblown ornament adds a delightful touch to your spooky decor. Bluey is dressed to impress as a vampire, perfect for a night of trick-or-treating fun. Lights up for a captivating display, this self-inflating decoration is easy to set up and even easier to fold away for storage. Share the spirit of Halloween with the whole neighborhood and bring a smile to everyone's face with our Bluey Inflatable Decoration. Complete with stakes and tethers for secure placement, make this Halloween a memorable one with Bluey by your side!"
https://www.walmart.com/ip/DC-72IN-DIY-PKN-NT/15229605606,"DIY Animated Giant Pumpkin Nutcracker, 72"", Halloween by Way To Celebrate",159.00,,4.6,222,https://i5.walmartimages.com/seo/DC-72IN-DIY-PKN-NT_81775f36-0823-4807-a2a1-99bfd96a18ae.97a9ef9aceb4cc08528e5bd76432de9f.jpeg,,,"{'Brand': 'Way To Celebrate', 'Manufacturer Part Number': '28039547', 'Color': 'White', 'Assembled Product Weight': '11.02 lb', 'Assembled Product Dimensions (L x W x H)': '15.74 x 19.68 x 72.00 in'}",,"Make a bold and bone-chilling statement with the Way To Celebrate Halloween DIY Animated Giant Pumpkin Nutcracker. Standing an impressive 6 feet tall, this ghostly figure blends nutcracker nostalgia with Halloween charm. Its all-white design features a creepy jack-o'-lantern head, formal suit detailing, and light-up buttons that glow with eerie LED brilliance. Motion-activated for maximum impact, it plays spooky sounds and illuminates just as trick-or-treaters pass by. Crafted from durable, lightweight..."
https://www.walmart.com/ip/Thyme-Table-2-Pack-12oz-Bat-Charm-Drinking-Glass-Set/15249600417,"Thyme & Table 12 fl oz Halloween Bat Charm Drinking Glasses, Set of 2",18.98,,4.7,60,https://i5.walmartimages.com/seo/Thyme-Table-2-Pack-12oz-Bat-Charm-Drinking-Glass-Set_a248590b-9285-4c77-8950-6a0f215bbe59.81baf09f28ca61160494b4fbe0ee5fed.jpeg,,none,"{'Features': 'Handmade', 'Brand': 'Thyme & Table', 'Manufacturer': 'Thyme & Table', 'Color': 'Clear', 'Manufacturer Part Number': 'TT1938R-ECOM', 'Assembled Product Weight': '0.88 lb', 'Assembled Product Dimensions (L x W x H)': '3.10 x 3.10 x 3.90 in'}",,"Elevate your drinkware collection with the Thyme & Table12oz Bat Charm Drinking Glasses. Crafted from high-quality glass, these charming tumblers feature a playful bat design that adds a whimsical touch to any beverage. Each 12oz glass is perfect for serving everything from cocktails to sparkling water, making them a versatile addition to your home bar or kitchen. Ideal for entertaining or everyday use, these glasses combine fun and functionality in one delightful set. Dishwasher safe for everyday convenience."
https://www.walmart.com/ip/AIRDOBL-AB-BLUEY/10820955947,Halloween Airdorable Yard Inflatables Bluey with Pumpkin 10.62 in x 14.56 in x 22.44 in 0.70 lb,19.88,,4.5,28,https://i5.walmartimages.com/seo/AIRDOBL-AB-BLUEY_c5b13240-2000-4216-bfb8-2fda5f736498.d3d7ccc614f930cfe8dead4ccf2dfed0.jpeg,,,,,"Make your home look seasonally fun with this Air Blown Miniature Yard Inflatable. Featuring your favorite icon, this inflatable is sure to get your friends, family, and neighbors in the holiday spirit. It stands astonishingly indoors and is ready to greet your guests. For setup, turn it on and watch the magic unfold. Display this inflatable as a standalone or combine it with other inflatables to create a custom scene. Looking for more accessories? Check out your local Walmart for licensed and Way to Celebrate accessories like lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Inflatable."
https://www.walmart.com/ip/5FT-FAUX-SKLTN-WHT/15185271641,"5ft White Poseable Skeleton Decoration, Halloween Outdoor Decor, by Way To Celebrate",27.94,,4.5,136,https://i5.walmartimages.com/seo/5FT-FAUX-SKLTN-WHT_c5716446-f575-436b-ae08-c809e9ca3493.60a80e0b1d71232fb2b66c241ac20d55.jpeg,,,"{'Features': 'Weatherproof', 'Brand': 'Way To Celebrate', 'Manufacturer Part Number': '28039547', 'Color': 'White', 'Assembled Product Weight': '3.97 lb', 'Assembled Product Dimensions (L x W x H)': '6.70 x 15.70 x 60.00 Inches'}",,"Set the scene for a bone-rattling good time with the Way To Celebrate Halloween Hanging Posable Faux Skeleton Decoration. Standing at five feet tall, this life-sized faux skeleton is designed with movable joints so you can strike it in spooky, silly, or downright eerie poses. Whether you're propping it in a chair, leaning it against a wall, or hanging it from a tree, this bony buddy brings classic Halloween charm to any indoor or outdoor setup. Its realistic detailing and durable design make it a must-have for haunted houses, front porch frights, or photo-worthy party scenes. Bring your spooky vision to life with the Way To Celebrate Halloween Hanging Posable Faux Skeleton Decoration."
https://www.walmart.com/ip/Way-to-Celebrate-Women-s-Top-and-Shorts-Pajama-Set-2-Piece-Sizes-XS-3X/15199871526,"Halloween Women’s Printed Notched Top and Shorts Pajama Set from Way to Celebrate, 2-Piece, Sizes XS-3X",16.98,,4.7,1295,https://i5.walmartimages.com/seo/Way-to-Celebrate-Women-s-Top-and-Shorts-Pajama-Set-2-Piece-Sizes-XS-3X_37cb8dcb-ed4c-4712-9e95-dd85a09fc2dd.72706fe2699efde054d07d62bf525c43.jpeg,,,"{'Brand': 'Way To Celebrate', 'Clothing Size': 'L', 'Size': 'L', 'Gender': 'Female', 'Color': 'Black Soot', 'Character': 'Ghosts', 'Sleeve Length Style': 'Short Sleeve', 'Clothing Neck Style': 'Notch Neck', 'Fabric Content': '95% Recycled Polyester, 5% Spandex', 'Fastener Type': 'Pull-On', 'Model': 'WTC4540635SA-L'}",,"It’s giving festive and cozy! This Way to Celebrate Halloween Printed Notched Top and Shorts Pajama Set brings just the right dose of Halloween spirit. Featuring a button-front top with a notched collar and matching shorts (complete with handy pockets), this women’s set helps keep you lounge-ready this spooky season. A playful Halloween print and a relaxed fit offer all the comfort for scary movie marathons, midnight candy snacking, and lounging in festive style."
https://www.walmart.com/ip/DC-AB-BINGO-MD/15320352605,Halloween Airblown Yard Inflatables Bingo as Witch 30.70 in x 35.43 in x 66.14 in 3.19 lb,44.97,,,,https://i5.walmartimages.com/seo/DC-AB-BINGO-MD_69dcf3f0-58fe-4079-80c0-7b3378fb6db7.db9339626df063a22e2a6727f40006f7.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Bluey', 'Assembled Product Weight': '3.2 lb', 'Occasion': 'Halloween', 'Manufacturer': 'Gemmy Industries', 'Color': 'Multicolor', 'Assembled Product Dimensions (L x W x H)': '35.43 x 30.71 x 66.14 in'}",,"Make your yard look seasonally fun with this Air Blown Yard Inflatable. Featuring your favorite icon, this yard inflatable is sure to get your friends, family, and neighbors in the holiday spirit. It stands an astonishingly tall in your yard or indoors and is ready to greet your guests. For setup, just plug it in, stake it down and watch the magic unfold. Display this inflatable as a standalone or combine it with other inflatables to create a custom scene. Looking for more accessories? Check out other Way To Celebrate accessories like trees, lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Yard Inflatable."
https://www.walmart.com/ip/DC-60IN-LED-SKTN-CAT/15241115208,"Animated Skeleton Cat with Light Up Eyes, 4ft Height, Halloween by Way To Celebrate",119.00,,2.9,7,https://i5.walmartimages.com/seo/DC-60IN-LED-SKTN-CAT_0823cdc3-e1fe-4cc5-9a6e-5bb80a0a8a67.6bf55a6a5ff55822f6933b1e98f8f2ad.jpeg,,This product contains a battery. Death or serious injury can occur if ingested. A swallowed battery can cause Internal Chemical Burn in as little as 2 hours. Keep new and used batteries OUT OF REACH OF CHILDREN. Seek Immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,"{'Features': 'Weatherproof', 'Brand': 'Way To Celebrate', 'Manufacturer Part Number': '28039547', 'Color': 'Off-White', 'Assembled Product Weight': '13.23 lb', 'Assembled Product Dimensions (L x W x H)': '19.70 x 59.80 x 46.10 in'}",,"Unleash bone-chilling fun with the Way To Celebrate Halloween Giant Skeleton Cat. This massive skeletal feline stands 4 feet tall and stretches nearly 5 feet long, making it a hauntingly bold addition to your Halloween display. With fierce fangs, glowing red LED eyes, and spooky sounds that echo through the night, it’s designed to deliver maximum scare. Pose it standing tall or sitting back on its haunches to suit your haunted scene. Whether guarding your porch or creeping through your living room, th..."
https://www.walmart.com/ip/DC-AB-HELLO-KITTY-RF/15270773533,Halloween Airblown Yard Inflatables Hello Kitty in Pumpkin 41.73 in x 28.74 in x 53.93 in 3.28 lb,44.97,,5.0,1,https://i5.walmartimages.com/seo/DC-AB-HELLO-KITTY-RF_5f10fd08-b683-4152-8506-0c1219b70e00.e89b109263584d1a35331ec5a7618ba0.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Hello Kitty', 'Assembled Product Weight': '3.29 lb', 'Occasion': 'Halloween', 'Manufacturer': 'Gemmy Industries', 'Color': 'Multicolor'}",,"Make your yard look seasonally fun with this Air Blown Yard Inflatable. Featuring your favorite icon, this yard inflatable is sure to get your friends, family, and neighbors in the holiday spirit. It stands an astonishingly tall in your yard or indoors and is ready to greet your guests. For setup, just plug it in, stake it down and watch the magic unfold. Display this inflatable as a standalone or combine it with other inflatables to create a custom scene. Looking for more accessories? Check out other Way To Celebrate accessories like trees, lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Yard Inflatable."
https://www.walmart.com/ip/Guvpev-Girls-KPop-Demon-Hunters-Huntrix-Costume-Pop-Singers-Rumi-Halloween-Cosplay-Costumes-Dress-Up-Stage-Outfit-Set-for-3-12-Years/17232223937,Guvpev Girls KPop Demon Hunters Huntrix Costume Pop Singers Rumi Halloween Cosplay Costumes Dress Up Stage Outfit Set for 3-12 Years,19.99,,5.0,1,https://i5.walmartimages.com/seo/Guvpev-Girls-KPop-Demon-Hunters-Huntrix-Costume-Pop-Singers-Rumi-Halloween-Cosplay-Costumes-Dress-Up-Stage-Outfit-Set-for-3-12-Years_124035c1-dde3-46ca-97ff-34ae6145b1f2.1059f96d6cadb6322669934bc9f14910.jpeg,,,"{'Brand': 'Guvpev', 'Character': 'Rumi', 'Age Group': 'Tween, Child', 'Gender': 'Unisex', 'Theme': 'Halloween; Cosplay; Masquerade; Fancy Dress Costumes; Mario & Luigi; Video Game', 'Clothing Size Group': 'Girls', 'Clothing Size': '3-4 Years', 'Color': 'Multicolor', 'Manufacturer': 'Guvpev', 'Manufacturer Part Number': 'WB250715COS-CJ57'}",,"Guvpev Girls KPop Demon Hunters Huntrix Costume Pop Singers Rumi Halloween Cosplay Costumes Dress Up Stage Outfit Set for 3-12 Years🔥Kpop Demon Hunters Huntrix Costume🔥&lt;a href=""https://www.walmart.com/global/seller/101544283?facet=brand%3AGuvpev""&gt;Sold and shipped by Way Bee LTD&lt;/a&gt;🎵These KPop Demon Hunters costumes, inspired by Rumi/Mira/Zoey, combine premium quality, elaborate designs, versatile styles, user-friendly wearability, and are ideal for cosplay events, making them a must-have for fans. Order now and let your little superstar step into the world of KPop Demon Hunters Huntrix!📌Specification：Style: KPop Demon HuntersCharacters: RumiMaterial: Polyester + CottonDepartment: Unisex ChildSize: Please refer to the size chart for specific recommendations, tested on models.High quality: Can maintain original color and shape after multiple washes.Occasion: Great for Cosplay, Halloween, Birthday, Christmas, Party, Carnival, Holiday, Dress Up, Daily Wear, Fancy Dress, Halloween Costumes👕Package Included:1Set x Girls Demon Hunters Rumi Outfit⚠️Note:1. There is 2-3% difference based on manual measurement.2. Please check the measurement chart carefully before purchasing the item.3. Please note that the slight color difference should be acceptable due to the light and the screen."
https://www.walmart.com/ip/Carter-s-Child-of-Mine-Baby-Unisex-Halloween-Sleep-n-Play-2-Piece-Sizes-Preemie-6-9-Months/15099760881,"Carter's Child of Mine Baby Unisex Halloween Sleep 'n Play, 2-Piece, Sizes Preemie-6/9 Months",10.00,,4.7,61,https://i5.walmartimages.com/seo/Carter-s-Child-of-Mine-Baby-Unisex-Halloween-Sleep-n-Play-2-Piece-Sizes-Preemie-6-9-Months_ba8f1b45-0df6-4abe-9c96-0b381875c179.01d0fb6649f65c15631c6dffcda6b8a5.jpeg,,,"{'Brand': ""Carter's Child of Mine"", 'Clothing Size': '0-3 Months', 'Gender': 'Male', 'Color': 'White/Orange', 'Character': 'Pumpkin', 'Sleeve Length Style': 'Long Sleeve', 'Clothing Neck Style': 'Crew Neck', 'Fabric Content': '100% Cotton: Sleep and Play, 60% Cotton: Cap, 40% Polyester: Cap', 'Fastener Type': 'Zipper', 'Model': '1T202210'}",,Give your little “boo” the perfect Halloween outfit from Carter’s Child of Mine. This two-piece Halloween set for baby has just the right amount of spooky cuteness to celebrate your baby’s first Halloween. The classic sleep & play for baby has a fun allover pumpkin print to coordinate perfectly with the matching pumpkin cap – this looks is sure to give them a picture-worthy moment no matter how you’re celebrating Halloween. This 2-piece Halloween set for baby is made with the same trusted quality as Carter's and Standard 100 by OEKO-TEX so it's certified clean.
https://www.walmart.com/ip/DC-HK-SCENE-BLOW-MOL/15361415883,Halloween Blow Mold Hello Kitty Scene w/ Pumpkin Outdoor Decor 4.53 in x 12.01 in x 22.05 in 1.54 lb,38.88,,4.7,14,https://i5.walmartimages.com/seo/DC-HK-SCENE-BLOW-MOL_bd4a14db-1e86-467b-8649-b34e2f2382df.07c2897f0c907cd8c5ce801b870cc83a.jpeg,,,"{'Features': 'UV Resistant', 'Brand': 'Hello Kitty', 'Manufacturer Part Number': '555979', 'Color': 'Multicolor', 'Manufacturer': 'Gemmy Industries', 'Assembled Product Weight': '1.54 lb', 'Assembled Product Dimensions (L x W x H)': '4.53 x 22.05 x 12.01 Inches'}",,"Make your home look into the Halloween season your own Hello Kitty Character Group Scene Halloween Blow Mold Decoration. Featuring your favorite Halloween icon, this decoration is sure to get your friends, family, and neighbors in the Halloween spirit. It stands on its own and is ready to greet your guests. For setup, just turn it on and watch the Halloween season come to life. Display this Halloween decoration as a standalone or combine it with others to create a custom scene. Looking for more accessories? Check out other Way to Celebrate accessories like trees, lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Blow Mold Decoration."
https://www.walmart.com/ip/Modern-Moments-by-Gerber-Baby-and-Toddler-Neutral-Halloween-One-Piece-Pajama-12M-5T/15142500121,"Modern Moments by Gerber Baby and Toddler Neutral Super Soft Halloween One-Piece Pajama, Sizes 0/3 Months - 5T",11.00,,4.5,15,https://i5.walmartimages.com/seo/Modern-Moments-by-Gerber-Baby-and-Toddler-Neutral-Halloween-One-Piece-Pajama-12M-5T_e8cfa7b1-8646-4708-9e68-28ea03086874.1c0c76b31713a2d3fa7b5c65aa97ef39.jpeg,,,"{'Brand': 'Modern Moments', 'Clothing Size': '3T', 'Size': '3T', 'Gender': 'Unisex', 'Color': 'Orange', 'Sleeve Length Style': 'Long Sleeve', 'Clothing Neck Style': 'Crew Neck', 'Fabric Content': '95% Viscose, 5% Spandex', 'Fastener Type': 'Zipper', 'Model': '586581N0603T'}",,"This adorable one-piece Halloween pajama is perfect for your little one’s first spooky season! Featuring a convenient zipper design for easy dressing and undressing, it ensures comfort all night long with its super soft fabric. The long sleeves offer warmth for chilly nights, while the simple care instructions—machine washable and tumble dry—make cleanup a breeze. This cozy pajama will keep your baby comfy and cute during Halloween fun! Pack includes one unionsuit."
https://www.walmart.com/ip/DC-AB-BLUEY-FM-SNE/15304058552,Halloween Airblown Yard Inflatables Bluey and Bingo & Pumpkin 96.06 in x 34.64 in x 62.59 in 4.63 lb,94.97,,,,https://i5.walmartimages.com/seo/DC-AB-BLUEY-FM-SNE_e3900025-c082-4ebe-8ce3-cbbed6156992.e1ab03c924cf7b76c5cce722f364da5e.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Bluey', 'Assembled Product Weight': '4.63 lb', 'Occasion': 'Halloween', 'Manufacturer': 'Gemmy Industries', 'Color': 'Multicolor', 'Assembled Product Dimensions (L x W x H)': '34.65 x 90.16 x 62.59 in'}",,"Make your yard look seasonally fun with this Air Blown Yard Inflatable. Featuring your favorite icon, this yard inflatable is sure to get your friends, family, and neighbors in the holiday spirit. It stands an astonishingly tall in your yard or indoors and is ready to greet your guests. For setup, just plug it in, stake it down and watch the magic unfold. Display this inflatable as a standalone or combine it with other inflatables to create a custom scene. Looking for more accessories? Check out other Way To Celebrate accessories like trees, lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Yard Inflatable."
https://www.walmart.com/ip/DC-AB-SPOOKY-GHOST/15303958888,"Spooky Ghost with Jack-o'-Lantern Tote Airblown Yard Inflatable, Multicolor, 3.5', Halloween by Way To Celebrate",19.88,,5.0,1,https://i5.walmartimages.com/seo/DC-AB-SPOOKY-GHOST_50874ab2-3c0c-4821-9376-885daa42eca5.928093bc00b405aef74c03bfb8a916d6.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Way To Celebrate', 'Assembled Product Weight': '1.59 lb', 'Occasion': 'Halloween', 'Color': 'Multicolor'}",,"Add a playful scare to your Halloween scene with the Way To Celebrate Halloween Spooky Ghost with Jack-o'-Lantern Tote Airblown Yard Inflatable. This cute ghost stands 3.5 feet tall and features a wide-eyed spooky expression while holding a bright orange jack-o'-lantern treat tote, ready to join in the trick or treating fun. It lights up from within to create a cheerful glow at night and is sure to charm guests of all ages. The inflatable self inflates in just seconds, making setup quick and easy whether you’re decorating indoors or outdoors. With its friendly style and fun design, this inflatable ghost brings just the right mix of spooky and sweet. Light up your yard with Halloween spirit using the Way To Celebrate Halloween Spooky Ghost with Jack-o'-Lantern Tote Airblown Yard Inflatable."
https://www.walmart.com/ip/DC-46IN-GROUNDBREAKR/15260611738,"Halloween Faux Skeleton Groundbreaker, 3.8ft Height, by Way to Celebrate",129.00,,4.7,26,https://i5.walmartimages.com/seo/DC-46IN-GROUNDBREAKR_155358dd-8d01-4155-bca8-d51071561bab.b695d46a5b104f94f09eafd1973ad4d0.jpeg,,,"{'Brand': 'Way To Celebrate', 'Color': 'Off-White', 'Assembled Product Weight': '19.84 lb', 'Assembled Product Dimensions (L x W x H)': '33.85 x 51.18 x 46.00 Inches'}",,"Bring your yard to life—or rather, the undead—with the 46-Inch Skeleton Groundbreaker, a chilling addition that’s guaranteed to make your Halloween display unforgettable. Emerging from the grave with haunting intent, this bony terror looks like it's clawing its way out of the underworld, ready to spook unsuspecting guests and trick-or-treaters alike. With realistic bone detailing and posable arms, this skeletal creeper is designed to create a frightfully fun scene. At 46 inches, it makes a dramatic impact when placed in flower beds, near tombstones, or flanking your walkway. Crafted from durable, weather-resistant plastic, the groundbreaker is perfect for both indoor and outdoor use, standing up to the elements while staying spine-chillingly spooky. Whether you're curating a full haunted graveyard or just looking to add a scare to your front yard, this skeleton is dying to join the party. Let this ghastly ghoul rise from the earth and become the centerpiece of your Halloween horror—because no haunted home is complete without a creature trying to claw its way back!"
https://www.walmart.com/ip/Way-To-Celebrate-Womens-Halloween-Lounger-Sizes-S-3X/15123969523,"Way To Celebrate Womens Halloween Lounger, Sizes S-3X",15.98,,4.5,42,https://i5.walmartimages.com/seo/Way-To-Celebrate-Womens-Halloween-Lounger-Sizes-S-3X_6c906e36-e54f-494a-af5b-97dc51baace0.5aaad20c75a143c59d868d39d080e936.jpeg,,,"{'Brand': 'Way To Celebrate', 'Clothing Size': 'L/XL', 'Size': 'L/XL', 'Gender': 'Female', 'Color': 'Winning Orange', 'Sleeve Length Style': 'Long Sleeve', 'Clothing Neck Style': 'Hooded', 'Fabric Content': '100% Recycled Polyester', 'Fastener Type': 'Pull-On', 'Model': 'WTC4508999GC'}",,"Slip into this cozy lounger by Way To Celebrate! With this easy pull over style, it'll be the first thing you look for the moment you walk in the door from work. Coming in 3 different colors with Halloween design, kangaroo pocket and long sleeves, it'll sure be your top pick while watching a scary movie."
https://www.walmart.com/ip/DC-HL-KITTY-BLOW-MOL/15259066475,Halloween Blow Mold Decor Hello Kitty in Orange Costume Sanrio 12.00 in x 5.51 in x 5.31 in .55 lb,24.58,,5.0,5,https://i5.walmartimages.com/seo/DC-HL-KITTY-BLOW-MOL_1b43fa85-1617-4db3-9650-4f12fcfeaf8b.98c59c29f67e3323b12c5a57dd0f769b.jpeg,,This product contains a battery. Death or serious injury can occur if ingested. A swallowed battery can cause Internal Chemical Burn in as little as 2 hours. Keep new and used batteries OUT OF REACH OF CHILDREN. Seek Immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,"{'Features': 'UV Resistant', 'Brand': 'Hello Kitty', 'Manufacturer Part Number': '557168', 'Color': 'Multicolor', 'Manufacturer': 'Gemmy Industries', 'Assembled Product Weight': '0.6 lb', 'Assembled Product Dimensions (L x W x H)': '5.51 x 5.71 x 12.20 Inches'}",,"Transform your home into the Halloween season your own Halloween Blow Mold Decoration. Featuring your favorite Halloween icon, this decoration is sure to get your friends, family, and neighbors in the Halloween spirit. It stands on its own and is ready to greet your guests. For setup, just turn it on and watch the Halloween season come to life. Display this Halloween decoration as a standalone or combine it with others to create a custom scene. Looking for more accessories? Check out your local Walmart for other Halloween items like trees, lights, Halloween accessories, and more. Add some flair to your home with this astonishing Halloween Blow Mold Decoration."
https://www.walmart.com/ip/Halloween-Hello-Kitty-Airblown-Yard-Inflatable-by-Sanrio-5FT/5433972764,"Halloween Hello Kitty Airblown Yard Inflatable by Sanrio, 5FT",69.99,,4.8,193,https://i5.walmartimages.com/seo/Halloween-Hello-Kitty-Airblown-Yard-Inflatable-by-Sanrio-5FT_5bc557f5-9151-4bc3-a934-871b240a91ea.c17652d50732c729f14f9ebb85bc1db8.jpeg,,,"{'Features': 'Lights Up', 'Brand': 'Hello Kitty', 'Assembled Product Weight': '1.39 kg', 'Occasion': 'Halloween', 'Manufacturer': 'Gemmy Industries', 'Color': 'Multi Color', 'Assembled Product Dimensions (L x W x H)': '100.00 x 77.00 x 152.00 cm'}",,"Make an adorable addition to your Halloween decorations with a five-foot-tall Hello Kitty in Pumpkin Suit Airblown Yard Inflatable by Sanrio! Featuring Hello Kitty in a jack-o'-lantern costume complete with purple bow, this eye-catching inflatable sets up in a flash for the easiest Halloween decorating ever. Includes everything needed for easy setup. Don't forget to stop by your local Walmart store to check out other amazing Halloween items by Gemmy Industries. Be the talk of the block with a five-foot-tall Hello Kitty in Pumpkin Suit Airblown Yard Inflatable by Sanrio."
https://www.walmart.com/ip/BERANMEY-Cute-Halloween-Slippers-Women-Perfect-Soft-Plush-Comfy-Warm-Slip-On-Halloween-Pumpkin-Bat-Slippers-fo-Women-Indoor-Fluffy-House-Slippers-Wom/8207808036,BERANMEY Cute Halloween Slippers for Women Perfect Soft Plush Comfy Warm Slip-On Halloween Pumpkin Slippers fo Women Indoor Fluffy House Slippers for Women and Men Non-slip Fuzzy Flat Slides,12.99,,4.4,237,https://i5.walmartimages.com/seo/BERANMEY-Cute-Halloween-Slippers-Women-Perfect-Soft-Plush-Comfy-Warm-Slip-On-Halloween-Pumpkin-Bat-Slippers-fo-Women-Indoor-Fluffy-House-Slippers-Wom_3dbaa235-d25a-4afb-875c-31c7a692aca7.d08813028f547549b4d33a4ff22a6807.png,,,"{'Shoe Size': '5.5-6Women/4.5-5Men', 'Gender': 'Unisex', 'Shoe Category': ""Women's Shoes"", 'Brand': 'BERANMEY', 'Assembled Product Weight': '0.6 lb', 'Manufacturer': 'BERANMEY', 'Color': 'Pumpkin-White', 'Assembled Product Dimensions (L x W x H)': '11.00 x 8.00 x 5.00 in'}",,"Step into the festive spirit with BERANMEY Cute Halloween Slippers for Women, featuring adorable pumpkin and bat prints that add a quirky and fun touch to your indoor footwear collection. Crafted from soft and plush materials, these slippers provide the ultimate comfort and warmth, making them perfect for keeping your feet cozy during the chilly season.Designed with a non-slip flat sole, these slippers ensure safe and secure footing on various surfaces, making them ideal for lounging at home. The unisex design makes them suitable for both women and men, allowing everyone to enjoy the fun and festive Halloween theme.Whether you’re hosting a Halloween party, relaxing at home, or looking for a unique and playful gift, BERANMEY Cute Halloween Slippers are the perfect choice. Their durable construction and easy-to-clean materials ensure long-lasting use, making these slippers a must-have for the holiday season.Embrace the holiday spirit with these fun and quirky slippers, and keep your feet warm and comfy all season long with BERANMEY."
https://www.walmart.com/ip/Licensed-Marvel-Spidey-Amazing-Friends-Spider-Man-Toddler-Padded-Costume-3T-4T/1831016091,Licensed Marvel Spidey Amazing Friends Spider-Man Toddler Padded Costume 3T-4T,27.99,,4.8,26,https://i5.walmartimages.com/seo/Licensed-Marvel-Spidey-Amazing-Friends-Spider-Man-Toddler-Padded-Costume-3T-4T_705e090e-6e3c-4a3d-8f88-ec746c8d6d74.2252961d399b66718714749a49ff9193.jpeg,,,"{'Brand': 'Jazwares', 'Character': 'Spider-Man', 'Age Group': 'Toddler', 'Gender': 'Male', 'Animal Type': 'Dog', 'Clothing Size Group': 'Men', 'Country of Origin - Textiles': 'Imported', 'Color': 'MultiColor', 'Manufacturer Part Number': 'JWC0674TL'}",,"Licensed Marvel Spider-Man Toddler Child Superhero Padded Costume 3T-4THere comes the Spider-Man Toddler Costume.Inspired by Peter Parker's classic spider suit, this muscle jumpsuit will transform your kid into the wise crackin' webhead.It's cut from poly jersey , stuffed with polyfill in the chest and sleeves, and features a printed design to showcase Spidey's iconic webbing.Costume includes:-Padded Jumpsuit with attached boot tops-Fabric mask-Officially Licensed Marvel product by Jazwares-Toddler Size 3T-4T / Chest 22 3/4"" / Waist 20 1/2"" / Hip 22 3/4""-23"" / Height 39 1/2""-42"""
https://www.walmart.com/ip/WTC-DOF-CHRM-PMPKN/15642324628,"Way to Celebrate 12 fl oz Halloween Pumpkin Charm Drinking Glass, Set of 2",5.97,,4.6,48,https://i5.walmartimages.com/seo/WTC-DOF-CHRM-PMPKN_cbe48996-0ae2-40ce-861b-88fa530e846b.cbba65b2c3a173f58d511202561c3dae.jpeg,,None,"{'Material': 'Glass', 'Size': '16oz', 'Brand': 'Way To Celebrate', 'Features': 'Handblown'}",,Way to Celebrate Double Old Fashion glass with Pumpkin Charm
