pdp_url,product_name,regular_price,art_number,material_composition,clothing_length,clothing_fit,country_of_origin,neck_style,style,care_instruction,color,sleeve_length_style,images
https://www2.hm.com/en_in/productpage.1243660001.html,Cotton jersey top,999.0,1243660001,Cotton 100%,Regular length,Loose fit,Bangladesh,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Black,Long sleeve,"['https://image.hm.com/assets/hm/e8/2f/e82f731d98f4f7d7824397e15a9452915e2a2a72.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a5/ff/a5ff59c7392d2994052c4ba21990ac470f666555.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f6/8f/f68f2beafb4bc3687f3708cc5e5562b40978abb1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b0/69/b06973b2c5fe9b81aeeac4e1a93d62d9c35f4b85.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d7/eb/d7ebeaf655ddfeb383cda92c1e3a6b473fd104c6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b9/7a/b97a9d1373a39b9ada4f52f77d68c4e003ebf9e5.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1285424009.html,Sports top with DryMove™,799.0,1285424009,"Polyester 87%, Elastane 13%",Short,Slim fit,Indonesia,Round neck,,"Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Low iron",Light pink,,"['https://image.hm.com/assets/hm/2d/19/2d19ab7f1d9ce5dd97e1ee5f19380b76da64c3e4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2c/a2/2ca20c42253b085e81a89064c2a3627ad3f300c8.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1269796002.html,Boat-neck cotton top,999.0,1269796002,Cotton 100%,Regular length,Loose fit,Bangladesh,Boat neck,,,White/Dark beige,,"['https://image.hm.com/assets/hm/55/3e/553e1110286df6f84309189c8118bc48b09c43c7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/24/98/249891d05835e10ff0cd2af3385ed658606e42aa.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/c5/f4c55209ef1aefa39ca25fd994fabac8bcc49eeb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/46/a6/46a6096e29c3a7e366adcdeb6779d5fd49d33ee8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/48/7f/487f25f648e39983d1143cbf530f156a4b8ad408.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bb/07/bb07db973c42f1a5de8c1cd6e486be51c079b4ab.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1301094001.html,Sleeveless print-motif top,1899.0,1301094001,Cotton 100%,Regular length,Regular fit,Turkey/Türkiye,Crew-neck,,,White/Green/Yellow/Red/Brown,Sleeveless,"['https://image.hm.com/assets/hm/0c/69/0c692e405eb65701b0fae4aec607b33b69489cfe.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5d/5f/5d5fc2501b7d388b25299c4c46041c74f3d22c84.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4c/5a/4c5ad1bacc6a0e112adfa1487c8e04024d9d2a4c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/89/48/8948c0e516ddac5085cd5251efdb5f03eb1e12ce.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e0/22/e022561b65c13699f1163ee8487d6531a739485c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/11/8f/118fe2ab91f8e36dc4f949719dbe70f97d4a690b.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1285096002.html,Pintucked ramie strappy top,2999.0,1285096002,Ramie 100%,Long,Slim fit,China,Square neckline,"Flared, Peplum, Smocked, Strappy top","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",Dusty lilac,Sleeveless,"['https://image.hm.com/assets/hm/a6/e2/a6e2774782f18231a7289af033950cae42cc4624.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f1/4d/f14debf75b345a76b75618bc0d4f681168dad156.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c5/9c/c59c4a256c2ad0449ec131e2d8b6af6a162abb41.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6a/09/6a093c94628bd7b08d003ee4807cf92831062f8f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/43/31/4331519e42e079c0840b7c289a8519daf6526573.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7e/b9/7eb92bb4f8a51e9b3835433af61263fd7748b641.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1291898003.html,Cotton polo shirt,1399.0,1291898003,Cotton 100%,Short,Slim fit,Cambodia,V-neck,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Navy blue/White,,"['https://image.hm.com/assets/hm/80/4c/804c6a841a0c4e9251f025b03efea01d11369e5c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/72/c0/72c093366e0a1b40febc4b02b8f5ca9f84ee9754.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6a/86/6a86107bccffd601638b12228adbe74bf180f3a1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/67/39/67392b4817ba222c0c20da1cb4857f27333132db.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/49/fb/49fb64834124c80c90e84cd82c6fa97317a77316.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/27/00/27009a699c54e8bf8650c4fd8d4327334b25fef0.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1296059002.html,Cotton vest top,699.0,1296059002,Cotton 100%,Short,Slim fit,Cambodia,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",White/Navy blue,,"['https://image.hm.com/assets/hm/f8/ef/f8ef19c0ba80d9cd2f4dd735ac256c9a0c1df434.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/aa/63/aa63d6476ff733f4171954a1ad368a5941c4788c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/07/ac/07ac0c484b073a5c21a40c5703038988af49e2dd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/48/20/4820d7d7d68dca39a6edd7cc97f9ce681e7bdc63.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/51/28/5128acc079c18ef801c022a129bc887ec34cb04a.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1228188001.html,Puff-sleeved top,1299.0,1228188001,Cotton 100%,Regular length,Regular fit,Myanmar,Round neck,"Slit, Sweatshirt","Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Tumble dry medium",White,Short sleeve,"['https://image.hm.com/assets/hm/f6/0f/f60fac266d7578433db8a69ea9920db47060aa25.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b2/ee/b2eebed07ad32a94fdb399424ffc2d7fb58aee63.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1277745003.html,Frill-trimmed cotton vest top,1699.0,1277745003,Cotton 100%,Regular length,Regular fit,India,V-neck,"Flared, Peplum, Vest top","Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned, Tumble dry medium",Beige,,"['https://image.hm.com/assets/hm/7a/4a/7a4a2c6e4850b3d8f10834040af2f79ca0584b80.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a7/66/a766d8ad43a95bf566559a8210fe9c066c1a9311.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/9c/a69cc38eb4d19c9dce39a25dc64480f23465b9e3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b0/3b/b03bdda965d80b7edd82da2965d176f403eec01e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/da/73/da7347c22c9bcb9dbbade543a37d9f5f88496734.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/86/51/86510d5f30d0191254dc307a37120e57ac81ada4.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1253192001.html,Sequined turtleneck top,1999.0,1253192001,"Polyester 93%, Elastane 7%",Regular length,Regular fit,China,Turtleneck,,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, No iron",Light beige/Silver-coloured,Long sleeve,"['https://image.hm.com/assets/hm/03/c6/03c6227ec83d696aef33161265ac358fc1a57f13.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/69/81/6981d15ee2b50239d6a9f5c009eec83da081e403.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1f/d4/1fd401d94730faa2aa00bb8f4ca394946084ead5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fd/8b/fd8be56fa3a1eb286324f6c4ff77d0249b9760c8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/17/0b/170ba86a5b5cacee812c0ef6c458369da3c14a31.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/64/c5/64c5a3df513279286880b9cefdb0dd00b5b87979.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3f/ad/3faddca252db96876b66021c14e96b7bc258b0bf.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1262012001.html,Sequined bow-front top,2699.0,1262012001,"Polyester 95%, Elastane 5%",Regular length,Slim fit,China,Halterneck,,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, No iron",Black,Sleeveless,"['https://image.hm.com/assets/hm/7b/28/7b28906702370dbeec6d74a197157241d8524e0e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f7/5f/f75fa3fc9d4cf9ab953adbcb2dfc3f250ba9ebac.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4e/46/4e465159fbd942748a835b1d52eaefdadd836598.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/38/07/380789a7d7268a3d5135c902d42a53c631e86b76.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d2/a7/d2a7f68ea80ad2001909af7c6bfb27a27edfa754.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1237985001.html,Broderie anglaise top,2999.0,1237985001,Cotton 100%,Cropped,Regular fit,India,Round neck,,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",White,Sleeveless,"['https://image.hm.com/assets/hm/2c/47/2c47b64ef70a74d67b362e53a7c90e8f704f04ed.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/29/4b/294bc713979e1f19591bf0a38f1b16855d9581c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a4/05/a405d6bcfc34c3a553294cc32c35756de141bd95.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1281530001.html,Lace-up top,2999.0,1281530001,"Viscose 72%, Polyamide 19%, Linen 9%",Long,Slim fit,China,V-neck,Tie-front,"Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Line dry, Dry flat, Low iron",Light khaki green,,"['https://image.hm.com/assets/hm/90/a8/90a839f67ef187554020749f9046fc227d4f3257.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/27/c5/27c557e2a6c9789395fb83dabf150322a419da3c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f3/d0/f3d0112593aa31a6668b7d84e04b06a46b5f494a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9b/c4/9bc429631e8586102d650373949a717e98380a83.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/45/37/453706575b30f52f2e6c16ce23d7467c21d56c5c.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1247731002.html,Ribbed zip-top top,1999.0,1247731002,"Elastane 82%, Viscose 14%, Polyester 4%",Long,Loose fit,China,Turtleneck,Half-zip,,Black,Long sleeve,"['https://image.hm.com/assets/hm/12/a3/12a3ee9b2fb9283a0029cd3ff0d8113a801844c2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/20/b4/20b46f000f19f5591c37c89f7ffb553827934cff.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a3/cf/a3cf1de3420aa20106e417eda8e5ac872e086a6e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/94/08/940893b1496e8036e227cc8d62764f24a0de0b5e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fa/58/fa589823ac06e0a089727d5dec105ef086998c3e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8c/d0/8cd050f6f0d601e0b096e17ab42878ced052b306.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c2/d4/c2d433e8038b58611d70d47e2f723bc99ac5de39.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1248831002.html,Teddy jacket,2699.0,1248831002,Polyester 100%,Regular length,Loose fit,China,Round neck,,,Navy blue,Long sleeve,"['https://image.hm.com/assets/hm/f4/ca/f4cab5dae2a0319eb6a7f356a9d9822e0a545374.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fb/3e/fb3e0e9c978b5f1f1585aa673835e19b081662f0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/91/ad/91adae3be4de493882f7b6e9be09d1c06712c8d8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/54/b2/54b2554ae7f5d3d0a8679d4997304f3339908aea.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e5/c3/e5c3452412add4ddb6c1fbcfd4e13312ecc7971b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/80/59/80592a349e2335c4ab62215f5121eddaba7e8e24.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1281706001.html,Loose-fit cotton top,1999.0,1281706001,Cotton 100%,Regular length,Loose fit,Turkey/Türkiye,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Black,Long sleeve,"['https://image.hm.com/assets/hm/02/cd/02cd90c70634e63c45e683eab2f35c6173ea3c24.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/47/2f/472fec84946c1a2f1a6ce053f8c9cfb812371b6c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fb/e9/fbe9ac6886fd67ad06af3c9e4459c3572d37bdbf.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/59/fd/59fdd82aff046786c79a76644000cacdbfac44f4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3a/42/3a42138437f1699459eee70a065aefba5d37156d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/78/0c/780c2618d7c4c55ff5122676e909f2a31fb1c796.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1262187001.html,Fringed top,1499.0,1262187001,Polyester 100%,Regular length,Loose fit,China,,,"Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, Do not iron on decoration, Line dry, Medium iron",Black,Long sleeve,"['https://image.hm.com/assets/hm/3e/08/3e08a0b9783cb5ab7cc0d990ed5675d670e67ee7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/53/a4/53a46053ebd93a341e73289e6629ab21335a4e6b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/44/8d/448d07204b8d486bd26aa3d966b79b87be140f6d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/3e/633e0d0cc455fe1d9c04279ee4e11f1c3bc1bbe7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2f/56/2f566842abc475b4414ccf23bb6520098319ddbf.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/03/67/03676b95f7fe524a5e1017591e6def3f3af9cfb8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/26/59/265983bea8e63c0aa4606e93bc662a36b317c0a3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1274411001.html,Rhinestone-embellished top,7999.0,1274411001,Viscose 100%,Short,Regular fit,India,Round neck,"Draped, Plunge back, Wrapover","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, No dry clean",Dark beige,Sleeveless,"['https://image.hm.com/assets/hm/e4/e0/e4e0fdcd35f50021026bb4fb063663ea4f987e8f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/72/9b/729b2a51ae3f1b568c19d2acc4a0b49c62365db9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ac/a5/aca57a15edf1d5af6acdb312ed4fa3b34b4a5c39.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2b/36/2b361558be3cb29ccd48d7155476cfb9c195fea9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c7/44/c7441d8383b77b33a37ccdba54ff52373ae8dd85.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fa/62/fa62d2995f185130ca42e87e6ca47c70b205a3e9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2f/5e/2f5ef6149801331e6ab33ed7c3645447e19239fc.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1164592001.html,Flutter-sleeved top,1999.0,1164592001,Cotton 100%,Regular length,Regular fit,India,Round neck,"Keyhole cutout, Peplum",,White,Short sleeve,"['https://image.hm.com/assets/hm/dd/7e/dd7ee331584b875e476f56cbeb10481ef81d98e9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c8/ed/c8ed4f2b341912ebbca786ba0b8ea78cd38ccdaf.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1274285002.html,Lace-trimmed vest top,699.0,1274285002,Cotton 100%,Regular length,Slim fit,India,"Deep neckline, Round neck",Vest top,"Medium iron, Line dry, Dry clean only",White,Sleeveless,"['https://image.hm.com/assets/hm/af/cd/afcdc2d9787e7df0f2a141d3f1f17749544ca99a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/d0/63d072477bed660e992deeb6db654a01d950472a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/76/cd/76cd199fb7c0d052bb5fbd99d5f50e2751a306ce.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7a/af/7aaf5b8ff7d48386b291019eac6940c7cb88b514.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/57/da/57da05c0bceaa73a7cb2c459f1ad3fefe38460a7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/37/24/372445720307ab9b0c0edb4cb119b92b7be62671.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1143646031.html,Medium Support Sports bra with DryMove™,1499.0,1143646031,"Polyamide 88%, Elastane 12%",,,Vietnam,Round neck,"Bralette, Non-wired bra, Padded bra, Sports bra, Vest top","Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Remove padding before wash, Low iron",Navy blue,,"['https://image.hm.com/assets/hm/fa/ad/faad406abf99e00bd930b0d238d7e69987d6e0a2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d6/ec/d6ec2bc478c714869aa6d0a087e4f7df4d36ea08.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3c/69/3c69e1efd517eb81acae989f887adf67cb2e4e1e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f7/95/f795aa0b0fe6ad729b1daceab5dae5efcc8e8e1d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/34/72/3472adb63dc008792fdca5f69cf7af80e00fffbc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1e/e2/1ee2a7a5eda7bf14b4dd7633e28223dbe488e21e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4a/f7/4af71e2294b36f68474f77cb10d71aaf48891df4.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289905003.html,Cropped twist-detail top,1699.0,1289905003,"Polyester 98%, Elastane 2%",Cropped,Slim fit,Myanmar,"Deep neckline, V-neck",Trumpet sleeve,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, No iron",Light dusty blue,Long sleeve,"['https://image.hm.com/assets/hm/98/6f/986f48925c8ee6280fafdcd50515fe012d4d8659.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8b/7c/8b7c8ea45f8333db3283d39a6c8f76b7a7203d85.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/8a/f48a17c67636501a6869ee1440571334e7567136.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/c0/a6c07dc312edf604b33e8145973597ce3be5d3e7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bf/21/bf2100b2feeb0a85e3f719d8713c2a3392f6223b.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1257593020.html,Ribbed vest top,699.0,1257593020,"Cotton 95%, Elastane 5%",Regular length,Slim fit,Bangladesh,Round neck,Vest top,,Light beige,Sleeveless,"['https://image.hm.com/assets/hm/d5/61/d561e72b92ae560a26bfa1d48212318e7e3df72d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3f/27/3f274a2daf9540d063350c164591700868486674.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3d/a2/3da2949478d172d8d91c2fb2ad3334db2797a442.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1d/73/1d73f443538e63e4d8235a286792a218f348900b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0b/bb/0bbb6eb5ae430ce75f7dec8ad8a5f76f072e6108.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/68/52/68522cb40cad61f7045a54f3d944ed2f07e86b23.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1265956002.html,Pleated tulle bandeau top,2999.0,1265956002,Polyester 100%,Regular length,Slim fit,China,,"Bandeau, Peplum, Strapless","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Can be dry cleaned, Wash with similar colours, No iron",Dark red,Sleeveless,"['https://image.hm.com/assets/hm/08/1b/081bd206d3eaf1af0f7c031ff535ddc981469417.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0d/e0/0de04986ca285314cccb266bab06f706dfe35253.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/37/93/379379951b4a3352049a4b72952c8a325bddc7c5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/67/6b/676b74074d7c859f89e87c59e05a0b53ad8c3483.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f8/e6/f8e6c58705221c7d8027bb0606216df739ff4479.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1248615001.html,Gathered cap-sleeved top,799.0,1248615001,"Viscose 92%, Elastane 8%",Short,Slim fit,Cambodia,Boat neck,,"Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",Black,Short sleeve,"['https://image.hm.com/assets/hm/61/e4/61e40943be090a5517b4db4c7a015e3f0abce2ee.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/10/0e/100e540170a3bec5e05a8f8aca227196579c6632.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/97/41/97411d60ba116e21fed4a3911c6086e714b62100.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f6/59/f6594919b64a3d92aaa28da8a72547dc72351d00.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a3/10/a3105edc651d79a5c19f159ea7c3279a57be4503.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1b/25/1b25e3b675b93f843c309f1f6717ff5385925e51.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/61/4c/614c0ef2876bdd7a58d5a8dce7ddb446faf44ec0.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1275974002.html,Sports tube top with SoftMove™,1299.0,1275974002,"Polyester 75%, Elastane 25%",Regular length,Slim fit,China,,"Bandeau, Strapless, Tube top","Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Low iron",Black,,"['https://image.hm.com/assets/hm/66/ce/66ce9dfc2614452273ed2aab1e4e322eb1eca31f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/10/6e/106ec5d541bac3ecd8aaa8f1f7b076aa10708e31.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b1/53/b153ebdaf7116dfbe2710ad9ef589ca7706b69f2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6a/03/6a03bdbd7daf46b7841eb2f4c39a43f0a1b447b1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6f/ca/6fca4a0079947fa5b4448e0a773cd8d9d4e33361.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5a/af/5aafdb4e923dc548076551d53851a776b69ede78.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1280291003.html,Ballerina-neckline top,699.0,1280291003,"Polyester 87%, Elastane 13%",Regular length,Slim fit,China,Ballerina neckline,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Brown,,"['https://image.hm.com/assets/hm/1f/63/1f6307c2ebfd65b8b6174864cddbb03772d9fad7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fc/c9/fcc98002279a5bd1adbd4647364f6a15b796c3ef.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/43/df/43df82b122b1bb6e8b0d0ff24ac6964d130eaff8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9d/df/9ddfeae2eaa5db29eb4e97ddb3ed1e32616dede9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/12/71/1271d4d1f8372e2e77f244e37f64ceb9f8970db8.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1278009001.html,Rib-knit peplum top,3299.0,1278009001,"Polyester 51%, Polyamide 28%, Viscose 21%",Regular length,Slim fit,China,"Deep neckline, Round neck","Flared, Peplum, Tie-front","Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 40°, Dry flat, Can be dry cleaned, Low iron",Bright red,,"['https://image.hm.com/assets/hm/55/4c/554c5f3880642c50ceb2b14d1e56197ff4938501.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e2/ac/e2ac7bb3f908610a0f95132316b12cef8a401ecc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4d/c2/4dc2a6458ca3f00dad4feaa30c44542180cb86b4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/01/07/0107346dc0c09e023600e315302785668f0c36d9.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1259457002.html,Crinkled flutter-sleeved top,1299.0,1259457002,"Polyester 97%, Elastane 3%",Short,Slim fit,China,Sweetheart neckline,"Flared, Keyhole cutout, Peplum, Tie-front","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, No dry clean, No iron",Black,,"['https://image.hm.com/assets/hm/71/36/7136c08b25450620ea6e032b2f404d3af62dfdcf.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b6/4d/b64df9a26d57b352089053490658cd46d28b2cd0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/1d/771dafe395e110eeb61e914f9b40d44c6651328d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/26/8e/268e8a269619eff3c84bc36a7ed513a3457b78bd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/89/02/890258d104b0c1a79af4af45d6c7cf1788c80e0a.jpg?imwidth=2160']"
