pdp_url,product_name,regular_price,art_number,material_composition,clothing_length,clothing_fit,country_of_origin,neck_style,style,care_instruction,color,sleeve_length_style,images
https://www2.hm.com/en_in/productpage.1089811001.html,Long-sleeved jersey top,699.0,1089811001,"Polyester 88%, Elastane 12%",Regular length,Slim fit,Myanmar,Square neckline,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Black,Long sleeve,"['https://image.hm.com/assets/hm/34/b8/34b849d2291d772579c6e69c23d628848b2b227c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/84/f6/84f638c69f62de4bf16b12b96f189b2672627760.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4a/ba/4abaa1c290cf0d39eec73f18ea15ab359edbd37e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293219004.html,Microfibre vest top,699.0,1293219004,"Elastane 87%, Polyester 13%",Regular length,Slim fit,China,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Light green,,"['https://image.hm.com/assets/hm/24/d5/24d5808a499c19c6c802469ff7cf15874889c185.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8c/33/8c336d77682c94cd17816327e222486bc8e84a95.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/39/40/394081dafcaf63a32198d1f0100382f70988b848.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/68/21/6821ca5f4a5efd28b015d52cb885d241536e5553.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/20/8c/208c8905b480c3dc5b627c838e7812158aed4e9c.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1267382002.html,Crinkled short-sleeved shirt,999.0,1267382002,"Polyester 98%, Elastane 2%",Regular length,Regular fit,Cambodia,,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Can be dry cleaned, Wash with similar colours, No iron",Navy blue,,"['https://image.hm.com/assets/hm/b2/5d/b25dad3e5deead366f5459e8446e224f23f53140.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b6/2d/b62d629dc6f3a5fb571a763c9dc93f00b942fb98.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/71/68/716829a377eca6101ab62e3ffcb9b30b142c455a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/de/fa/defacd8ee17a9686a5d97891b55f65aaa44f86ee.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/92/39/9239bca4214bdcd4b88da2c5b563216ad1a72720.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/eb/0b/eb0bc7cb73feddda0b0509a1e3abbc275be06abf.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283557003.html,Fitted vest top,799.0,1283557003,"Cotton 97%, Elastane 3%",Regular length,Slim fit,Bangladesh,Deep neckline,Vest top,,Navy blue,Sleeveless,"['https://image.hm.com/assets/hm/82/df/82dff976b0f3e0881ceb04325defeac03266d342.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/38/10/381063f6c906e7bfc5ee5e9a7bccfba52c71e90e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/14/be/14be7d0c478a6d3d3f9c5dcb92a806869ef0e9ee.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/65/fd/65fd1d5f7c1aed7a9fc0d8a1522e411b15a70f50.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e1/26/e1264e2dd745c6ade468a36ca9eda3d85759832f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290225001.html,Ruched strappy top,799.0,1290225001,"Polyester 93%, Elastane 7%",Regular length,Regular fit,Myanmar,Square neckline,"Draped, Strappy top","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Cream,,"['https://image.hm.com/assets/hm/1a/a2/1aa26867e3a40b197212239c99ec8327ba71ecde.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/58/775847b275f15ad7b39c31e71f2b707dc6106fc5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/42/21420d2d93a95b9c138b3833a143b7d2ce129978.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fc/cd/fccd00fff92aeccc971cda0047056c179d436afe.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290227003.html,One-shoulder top,799.0,1290227003,"Polyester 88%, Elastane 12%",Regular length,Slim fit,China,Asymmetric neckline,"Draped, One-shoulder","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Golden olive,Sleeveless,"['https://image.hm.com/assets/hm/c3/83/c3837348bdfb027022a0fc5e3f1635a15497d3a5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/3b/f43bafcde114a42ce3e8bdc8b733311ee6994458.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/24/632468ca799fadbb5286d02c887df63a047f251c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4a/45/4a45f27e5d0baca13e4d185e4bb559346def1029.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1296404002.html,Broderie anglaise-detail top,999.0,1296404002,"Polyester 73%, Viscose 22%, Elastane 5%",Short,Slim fit,China,"Deep neckline, Square neckline",,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",White,Short sleeve,"['https://image.hm.com/assets/hm/2f/79/2f7992c189fcb9ed3de4bc36356a75b18364bd88.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/1f/771f2bcf235f995e2863786dc18e947cd9fdf7e6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fa/d2/fad24872e6d7cb4a7a46a2a9d584baf31a4c5430.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5b/77/5b7773c1052187997e4f86e97e90054a1becfead.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3c/25/3c25f010a576dbc4dbe2e0204046f976990f26c2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e4/a0/e4a07f8986bc493385effd330825ccdf7c3a910e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1049251001.html,Cropped vest top,699.0,1049251001,"Cotton 95%, Elastane 5%",Cropped,Slim fit,Bangladesh,,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Black,Sleeveless,"['https://image.hm.com/assets/hm/ab/0f/ab0fd7b4bf4b045cef7c67e1a9c1f3596accbc5b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/67/12/6712f9a092ef4f72406363be8ec8520e805a33b1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/08/89/0889c23eee84093001defe4bab0d56b13ac0afa9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/78/4f/784ff2a6dc108dd9443fd69790bd0326bc6eff75.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7a/e3/7ae3ab318c61fc3caa070831eccc0e2383e3f7bb.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289929003.html,Draped top,799.0,1289929003,"Polyester 96%, Elastane 4%",Short,Slim fit,Vietnam,Cowl neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Burgundy,Sleeveless,"['https://image.hm.com/assets/hm/3b/10/3b1053067966b740c11424e604e66519a39f5dd6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/93/93/939360ea49003bcc779098f66b5de288fc1a8a19.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/92/a1/92a1c553d3bc8346f08e905d1dcb3a3f17cdef01.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c4/08/c4083e44e08e86e3add9c0968b09dba4042b2319.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2b/72/2b72b75eb9fc0b780dd6fa524ab65ccec36d9890.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9a/f1/9af115e060fec17e06b676bc34e21242e8f23e92.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293575004.html,One-shoulder top,1199.0,1293575004,"Polyester 98%, Elastane 2%",Short,Slim fit,China,Asymmetric neckline,One-shoulder,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",Burgundy,,"['https://image.hm.com/assets/hm/a3/82/a382c706f09583cb9e6687fa9f9fa2e6c19c530f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7b/d4/7bd4ef78d8530a36237b1a7170a1f98c3f2b153d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/14/00/14007a9c10dba5adfa02b6a8960434ef551ef14c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b6/76/b676daf4cba94381b69f57ea4afb9a3f81088bd0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6b/ae/6bae739769216adf8bba24fa46d4a2449e2e53a8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d4/12/d4123d5b8fced3eb930c0f73ec8ecf5402531f56.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290445003.html,Smocked strappy top,1199.0,1290445003,Polyester 100%,Regular length,Slim fit,China,Halterneck,"Draped, Peplum, Smocked, Strappy top","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Can be dry cleaned, Wash with similar colours, No iron",Blue,,"['https://image.hm.com/assets/hm/38/b1/38b1f5ca25df8a74f833c472934a3ebe31563c9d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ff/2b/ff2b43435f52308dd40baa6542b849a33cff7c4a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ce/74/ce74293446b3d5349bf2b4853029f38ff4f3e0b6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/09/f3/09f3bc80a9b2df4ded9bef071fc1eecc2b65eb26.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e0/82/e082c351ac4760ed35d67dd090fbad4b071ba50f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/45/21453b5042edc75e3985e53400d63554f5c32254.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1049251045.html,Cropped vest top,699.0,1049251045,"Cotton 95%, Elastane 5%",Cropped,Slim fit,India,,Vest top,,Pink,Sleeveless,"['https://image.hm.com/assets/hm/ae/f0/aef0484ab3bfc583e10be08457461afd9a7ff74a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3e/30/3e30f1bb5accb7152bb83c0137eaec4a439bfe1e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a4/62/a4624be5e2ee5d1f8323087f19b6b03902461eef.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fe/54/fe5433cf8262c478f3d22ea16768a97fe3e5da05.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/71/ba/71ba7f2dfdb11e9dd70c78081ea184b6c46b31b9.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1282605007.html,Crochet-look vest top,1499.0,1282605007,"Polyester 82%, Cotton 18%",Short,Regular fit,China,Round neck,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Light blue,Sleeveless,"['https://image.hm.com/assets/hm/a9/5e/a95e74249b742e16543750135b01b623e5ca1d0f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/24/15/2415f73503e7f34dc7a5d1da5dcf70d81455be5d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/66/b3/66b3048e1c50615fa79c2b2e34b4df371560cb7b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/89/1d/891d0794a0f262dac07fd1d8447f8920469a27a2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/82/e9/82e924fff27af1d6818801ba7c158cf3e8db6634.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e8/98/e898200fa809a506f98a2cba545ef4f395fea4bf.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292677001.html,Ribbed tube top,399.0,1292677001,"Cotton 95%, Elastane 5%",Short,Slim fit,India,,Tube top,,Black,,"['https://image.hm.com/assets/hm/dc/70/dc7062e8e9001dacc32ae3568329d746c82e76d8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/88/ce/88ce76b86495385778c79608ec42a0ecbdf5d3f2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/03/1f/031f5126f299ea899f59fcadcde056a787d03c0c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4c/40/4c406a9c907203731a14689e5c54368f06caf4c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/22/74/22745347a748708a822cf98ff69df08e2041025d.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1089811035.html,Long-sleeved jersey top,699.0,1089811035,"Polyester 87%, Elastane 13%",Regular length,Slim fit,Cambodia,Square neckline,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Dark brown,Long sleeve,"['https://image.hm.com/assets/hm/b6/98/b69872916ba2191a16c2224749fc7a43372254fc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bc/fd/bcfd428487e354411eaecc9f3decaef7f141048e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a9/39/a939a1b31bba1a40324c74eb39e61d8fe9984ef5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c6/c0/c6c00ae9f754ef0ca99610b6887b469d81c44697.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c7/54/c75461c4d0257b424a4c9fab86de30ea7ebdd29c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3a/8b/3a8be1a025ece2ab649fd1b51ed36bead8686576.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293199002.html,Strappy top,799.0,1293199002,"Viscose 74%, Polyamide 23%, Elastane 3%",Regular length,Slim fit,China,Square neckline,Strappy top,,Bright red,,"['https://image.hm.com/assets/hm/0d/51/0d512a4169ec5f7d455be1a2ed9cc6c1e814169e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c7/ec/c7ecee68dba825e942d519688056e061788bc9b6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6e/26/6e26072b88bbf350a6f3d60b788e00cfafe84a69.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2e/8b/2e8bbbda0c2a8a470be7e869e2c2a835d4dd0155.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2a/c8/2ac8087b5d22b31e90429f53ba21f42374212aaf.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293326003.html,Waisted top,1299.0,1293326003,"Polyester 95%, Elastane 5%",Regular length,Slim fit,Cambodia,Round neck,Peplum,,Dusty pink,Short sleeve,"['https://image.hm.com/assets/hm/a0/08/a008ca0ebdd38d8f5df9b298cedc2512e46899c6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d5/e9/d5e9b5560403994a34e3fbf19cb8033157e4661c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/dc/ce/dcce73a9fc8b11b9121dec81aad6e0cd2fca2035.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/81/32/81324786ccb8c0cb9b48072c14917447c3d517d2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/94/1a/941a70de4b64010ebc734faec30c85ca3e71b1cc.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293326002.html,Waisted top,1299.0,1293326002,"Polyester 95%, Elastane 5%",Regular length,Slim fit,Cambodia,Round neck,Peplum,,Burgundy,Short sleeve,"['https://image.hm.com/assets/hm/24/bf/24bfd7c62df0adc2cc76c39a5afe618282334825.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/13/83/13836f0df4378a976eaa75b4adf857a60128f592.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b3/ba/b3bac680759a14183b7b4c560e31f86f83d144ec.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/00/d2/00d23e33b75666ebb37aaf2e2712c76135d2b9c2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2e/f1/2ef1201ec060b7816c2c6605b31491363d4e3c69.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1299848001.html,Tie-detail top,999.0,1299848001,"Polyester 95%, Elastane 5%",Regular length,Regular fit,Cambodia,Round neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Olive green,Short sleeve,"['https://image.hm.com/assets/hm/5b/cd/5bcd6a1f2f2ae789ce0e29abe64df33165fecc17.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/ac/23ac7988cefe1d7902e14ba9cbba2165688eed6d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/76/c0/76c03441b766557ee57a724ef9017c98d29dbec3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a0/fa/a0fabfd34c7402172b89ef22fc2fac6294e4919e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/34/62/3462050a04ac0d8c89cbaa5ecb755c9ae3728ba1.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292677002.html,Ribbed tube top,399.0,1292677002,"Cotton 95%, Elastane 5%",Short,Slim fit,India,,Tube top,,White,,"['https://image.hm.com/assets/hm/3e/61/3e611535ec52f0a47fbffb23ec33f22aeb8b3e04.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ff/04/ff044cbae182cf45c822f0115dc8ec26e0012d3e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/57/d4/57d4cd11087530443fb1ddf87821f27e257ddad6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7c/e6/7ce65529a9831129d91b6160a9be1f1ff1775d64.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b5/5d/b55d974162f829e4e620a15889f576bbaf2fe8c4.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1089811037.html,Long-sleeved jersey top,699.0,1089811037,"Polyester 87%, Elastane 13%",Regular length,Slim fit,Cambodia,Square neckline,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Dark mole,Long sleeve,"['https://image.hm.com/assets/hm/9b/6c/9b6c1caefdbef738016ab9ff4fd9faba0bdf219d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/56/a2/56a2795e73afe060348fe4e32fff1e2f34dd0a4a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/36/c5/36c5cd30ff62ff14ef06095d9d45304eb183c4ef.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ef/02/ef02bf4abb3aba9216eb9ca8f6b885a8de276cbd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f1/b7/f1b74103a7c289c32e78579ddf98e0a03d132abb.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1296059003.html,Cotton vest top,699.0,1296059003,Cotton 100%,Short,Slim fit,Cambodia,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Bright red/White,,"['https://image.hm.com/assets/hm/cf/c8/cfc8835c5aa7345826a16432a1cdae275d42fc7a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2d/16/2d16d7d98aba4260979281301b1a156217fee9d9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fa/8c/fa8c4a9f137aa45f62c23caf9be46d5932559b12.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/47/e1/47e15e001e836ebd02b2683efd05823176231374.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1299848004.html,Tie-detail top,999.0,1299848004,"Polyester 95%, Elastane 5%",Regular length,Regular fit,Bangladesh,Round neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Black,Short sleeve,"['https://image.hm.com/assets/hm/69/8c/698c2ffc5b1a28847680236c189d23689559d032.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3e/06/3e0606967744b7ce923f251b22eb0b73d250c5e2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e5/ee/e5ee6d5da83c80b585400a63933e1271c13f6d55.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/04/ac/04ac59884d5abe01ab76396f881fb33f9b9bf830.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/60/d7/60d71770fcc4b0336a64c41e67c2b2cf54bcfb0f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/56/a6561aa97592731b629b3c00d5978e5250ce262a.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289929001.html,Draped top,799.0,1289929001,"Polyester 96%, Elastane 4%",Short,Slim fit,Vietnam,Cowl neck,Draped,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Black,Sleeveless,"['https://image.hm.com/assets/hm/82/54/82544341d9271b5d0503e29715aa900ae31ed161.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/55/9f/559f48695127144df6b496763fb698bc0ecb3295.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/da/63/da63bd10403a3aba60ab99c4d4c5ab1e607f1386.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a1/43/a1439c56785102d283ab5ae062c6738415523e24.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b0/a5/b0a5d7677d422c95d5d6032badc4a67008909979.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/15/4a/154a0bd9e88575c14d89814234afdf2b35c64927.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292677005.html,Ribbed tube top,399.0,1292677005,"Cotton 95%, Elastane 5%",Short,Slim fit,India,,Tube top,,Light pink,,"['https://image.hm.com/assets/hm/cb/27/cb2792cf3295451a98a2015cb9f5def2e9e2c13e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/15/f8/15f8842c8d776d2493a141a11b184f15c4241050.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/24/0a/240a3e44ab3a7a6caff2d436febc28bd1243deaa.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/98/639849b05f8c2233634a3ae337c2e7d45d6a029b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/53/cc/53cce97e909a10c226b5b69001a174aea5f6a815.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293336003.html,Halterneck vest top,999.0,1293336003,"Viscose 62%, Polyamide 33%, Elastane 5%",Regular length,Slim fit,Myanmar,Halterneck,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Dark brown,Sleeveless,"['https://image.hm.com/assets/hm/51/70/5170d1bc3819217055f7172aa70b45b4eb692af2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5c/26/5c26fc7e9b3dcbaa65517a61736a75dac08918d5.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1292677003.html,Ribbed tube top,399.0,1292677003,"Cotton 95%, Elastane 5%",Short,Slim fit,India,,Tube top,,Old rose,,"['https://image.hm.com/assets/hm/8d/54/8d54ddb0c4493b7dc7039377060f043302dd62e9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/57/c3/57c3bf68774d57491fcf179cc4f0771894381738.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/58/a0/58a0d70a934c7269223cb5828c18c92d0cd4a548.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/a9/23a9dbc53379448f3efa2cad1fd36035838303be.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ef/c9/efc9c5a8db5493bae8c6036c5ef65e2c2e0911bb.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293326005.html,Waisted top,1299.0,1293326005,"Polyester 95%, Elastane 5%",Regular length,Slim fit,Cambodia,Round neck,Peplum,,Navy blue,Short sleeve,"['https://image.hm.com/assets/hm/a4/91/a491967b2c9872e1e14b243fa9309a1619daf1b9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/10/4b/104b77f90a677a4c806a428eafae49ab7cc81eff.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/cd/ae/cdae415d7a92bfb012d187dc8f6056dea2b9833c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/75/3a/753a5f09f6d9fc9fb5bbbaa344b53a65dbdc2c83.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1296059001.html,Cotton vest top,699.0,1296059001,Cotton 100%,Short,Slim fit,Vietnam,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Black/White,,"['https://image.hm.com/assets/hm/f7/26/f726d2a986bac6ae9afc621a3dbe9be2ca2339c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b3/26/b326cf9da5ccab66265a2ae1ccfe2a342a4086ca.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c0/66/c0662272210a4265639bda005ef215af7f64a902.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/19/b9/19b9a5b910af68d0013589cca81c542e68cb36d1.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293326004.html,Waisted top,1299.0,1293326004,"Polyester 95%, Elastane 5%",Regular length,Slim fit,Cambodia,Round neck,Peplum,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Pale yellow,Short sleeve,"['https://image.hm.com/assets/hm/c6/5e/c65e3a2e249618790485c2175f7c22e8762416f0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/95/d8/95d821e92f67eb4149bb6af557f8001873d777ed.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8e/0b/8e0bb941e6460fedfa30455be58ea161b7b7d4c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f7/26/f7265f7d5178a56892b2cd1908ed55e130314894.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ce/7a/ce7a4711b30a73452e02bbaa47bd4d547ac6d3a8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/99/36/99368a77a8d130cb3c9fc198050e52b3dc18baf9.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1282200002.html,Ribbed off-the-shoulder top,699.0,1282200002,"Cotton 95%, Elastane 5%",Short,Slim fit,Bangladesh,Boat neck,Off-the-shoulder,,Dusty pink,Short sleeve,"['https://image.hm.com/assets/hm/02/15/02158f5a6c56d21902514b43e4f24af78dd353c3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c9/b4/c9b467f3612d54bb779c5def9cbd1087d2049c63.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c1/9e/c19ecb147ef5233474b0e850e07e40b543a55f70.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ce/b3/ceb32aae5216e8efd74cbf67fb1904c4d5df1e0d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/73/54/7354b2be1235561b1ad3a145dd23ea2940406314.jpg?imwidth=2160']"
