"selection1_name","selection1_url","selection1_brand","selection1_brand_url","selection1_price","selection1_price_url"
"Slim Fit Luxury Cotton Twill Shirt","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60630912?color=BLUE#intid=pid_pg1pip48g4r10c1%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60630912?color=BLUE#intid=pid_pg1pip48g4r10c1%7Cprodflag_Offer","£49","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60630912?color=BLUE#intid=pid_pg1pip48g4r10c1%7Cprodflag_Offer"
"Linen Cotton Short Sleeve Shirt","https://www.marksandspencer.com/linen-rich-shirt/p/clp60534530?color=CHAMBRAY#intid=pid_pg1pip48g4r10c2","M&S Collection","https://www.marksandspencer.com/linen-rich-shirt/p/clp60534530?color=CHAMBRAY#intid=pid_pg1pip48g4r10c2","£30 - £32","https://www.marksandspencer.com/linen-rich-shirt/p/clp60534530?color=CHAMBRAY#intid=pid_pg1pip48g4r10c2"
"Cuban Collar Ottoman Revere Shirt","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=MAPLE#intid=pid_pg1pip48g4r10c3","Autograph","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=MAPLE#intid=pid_pg1pip48g4r10c3","£40","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=MAPLE#intid=pid_pg1pip48g4r10c3"
"Regular Fit Luxury Cotton Double Cuff Twill Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLUE#intid=pid_pg1pip48g4r10c4%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLUE#intid=pid_pg1pip48g4r10c4%7Cprodflag_Offer","£49","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLUE#intid=pid_pg1pip48g4r10c4%7Cprodflag_Offer"
"3pk Slim Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/3-pack-cotton-blend-slim-fit-shirts/p/clp22288170#intid=pid_pg1pip48g4r11c1","M&S Collection","https://www.marksandspencer.com/3-pack-cotton-blend-slim-fit-shirts/p/clp22288170#intid=pid_pg1pip48g4r11c1","£49","https://www.marksandspencer.com/3-pack-cotton-blend-slim-fit-shirts/p/clp22288170#intid=pid_pg1pip48g4r11c1"
"2pk Regular Fit Striped Short Sleeve Shirts","https://www.marksandspencer.com/2pk-regular-fit-striped-short-sleeve-shirts/p/clp60708045#intid=pid_pg1pip48g4r11c2","M&S Collection","https://www.marksandspencer.com/2pk-regular-fit-striped-short-sleeve-shirts/p/clp60708045#intid=pid_pg1pip48g4r11c2","£40","https://www.marksandspencer.com/2pk-regular-fit-striped-short-sleeve-shirts/p/clp60708045#intid=pid_pg1pip48g4r11c2"
"Cotton Linen Blend Embroidered Shirt","https://www.marksandspencer.com/linen-cotton-embroidered-shirt/p/clp60720541#intid=pid_pg1pip48g4r11c3","M&S Collection","https://www.marksandspencer.com/linen-cotton-embroidered-shirt/p/clp60720541#intid=pid_pg1pip48g4r11c3","£35","https://www.marksandspencer.com/linen-cotton-embroidered-shirt/p/clp60720541#intid=pid_pg1pip48g4r11c3"
"Regular Fit Floral Shirt","https://www.marksandspencer.com/regular-fit-floral-shirt/p/clp60733906#intid=pid_pg1pip48g4r11c4","Autograph","https://www.marksandspencer.com/regular-fit-floral-shirt/p/clp60733906#intid=pid_pg1pip48g4r11c4","£40","https://www.marksandspencer.com/regular-fit-floral-shirt/p/clp60733906#intid=pid_pg1pip48g4r11c4"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKCORAL#intid=pid_pg1pip48g4r12c1","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKCORAL#intid=pid_pg1pip48g4r12c1","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKCORAL#intid=pid_pg1pip48g4r12c1"
"Regular Fit Cotton Stretch 360 Flex™ Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-rich-360-flex-shirt/p/clp60706960?color=WHITE#intid=pid_pg1pip48g4r12c2","Autograph","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-rich-360-flex-shirt/p/clp60706960?color=WHITE#intid=pid_pg1pip48g4r12c2","£40","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-rich-360-flex-shirt/p/clp60706960?color=WHITE#intid=pid_pg1pip48g4r12c2"
"Cotton Rich Overshirt","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=STONE#intid=pid_pg1pip48g4r12c3","M&S Collection","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=STONE#intid=pid_pg1pip48g4r12c3","£40","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=STONE#intid=pid_pg1pip48g4r12c3"
"Cotton Rich Overshirt","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=BLACK#intid=pid_pg1pip48g4r12c4","M&S Collection","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=BLACK#intid=pid_pg1pip48g4r12c4","£40","https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=BLACK#intid=pid_pg1pip48g4r12c4"
"Pure Linen Short Sleeve Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60709496?color=MOLE#intid=pid_pg2pip48g4r1c1","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60709496?color=MOLE#intid=pid_pg2pip48g4r1c1","£40","https://www.marksandspencer.com/pure-linen-shirt/p/clp60709496?color=MOLE#intid=pid_pg2pip48g4r1c1"
"Cuban Collar Ottoman Revere Shirt","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=LIGHTVERDIGRIS#intid=pid_pg2pip48g4r1c2","Autograph","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=LIGHTVERDIGRIS#intid=pid_pg2pip48g4r1c2","£40","https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=LIGHTVERDIGRIS#intid=pid_pg2pip48g4r1c2"
"Pure Cotton Heavyweight Overshirt","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=DARKNAVY#intid=pid_pg2pip48g4r1c3","Autograph","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=DARKNAVY#intid=pid_pg2pip48g4r1c3","£49","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=DARKNAVY#intid=pid_pg2pip48g4r1c3"
"Pure Linen Herringbone Cuban Collar Shirt","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=ECRU#intid=pid_pg2pip48g4r1c4","Autograph","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=ECRU#intid=pid_pg2pip48g4r1c4","£42","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=ECRU#intid=pid_pg2pip48g4r1c4"
"Cuban Collar Shirt","https://www.marksandspencer.com/cuban-collar-shirt/p/clp60690032?color=ECRU#intid=pid_pg2pip48g4r2c1","Autograph","https://www.marksandspencer.com/cuban-collar-shirt/p/clp60690032?color=ECRU#intid=pid_pg2pip48g4r2c1","£40","https://www.marksandspencer.com/cuban-collar-shirt/p/clp60690032?color=ECRU#intid=pid_pg2pip48g4r2c1"
"Pure Linen Herringbone Cuban Collar Shirt","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=GREEN#intid=pid_pg2pip48g4r2c2","Autograph","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=GREEN#intid=pid_pg2pip48g4r2c2","£42","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=GREEN#intid=pid_pg2pip48g4r2c2"
"Tailored Fit Luxury Cotton Double Cuff Twill Shirt","https://www.marksandspencer.com/tailored-fit-easy-iron-pure-cotton-shirt/p/clp60630979?color=WHITE#intid=pid_pg2pip48g4r2c3%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/tailored-fit-easy-iron-pure-cotton-shirt/p/clp60630979?color=WHITE#intid=pid_pg2pip48g4r2c3%7Cprodflag_Offer","£49","https://www.marksandspencer.com/tailored-fit-easy-iron-pure-cotton-shirt/p/clp60630979?color=WHITE#intid=pid_pg2pip48g4r2c3%7Cprodflag_Offer"
"Cotton Linen Blend Overshirt","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=STONE#intid=pid_pg2pip48g4r2c4","Autograph","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=STONE#intid=pid_pg2pip48g4r2c4","£55","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=STONE#intid=pid_pg2pip48g4r2c4"
"Cotton Linen Blend Striped Shirt","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=BLUEMIX#intid=pid_pg2pip48g4r3c1","M&S Collection","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=BLUEMIX#intid=pid_pg2pip48g4r3c1","£40","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=BLUEMIX#intid=pid_pg2pip48g4r3c1"
"Pure Cotton Ultimate Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=NAVY#intid=pid_pg2pip48g4r3c2","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=NAVY#intid=pid_pg2pip48g4r3c2","£25","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=NAVY#intid=pid_pg2pip48g4r3c2"
