"selection1_name","selection1_url","selection1_brand","selection1_brand_url","selection1_price","selection1_price_url"
"Slim Fit Easy Iron Cotton Blend Shirt","https://www.marksandspencer.com/slim-fit-easy-iron-shirt/p/clp60493982?color=WHITE#intid=pid_pg2pip48g4r3c3","M&S Collection","https://www.marksandspencer.com/slim-fit-easy-iron-shirt/p/clp60493982?color=WHITE#intid=pid_pg2pip48g4r3c3","£20","https://www.marksandspencer.com/slim-fit-easy-iron-shirt/p/clp60493982?color=WHITE#intid=pid_pg2pip48g4r3c3"
"3pk Regular Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/3pk-regular-cotton-blend-long-sleeve-shirts/p/clp60546193#intid=pid_pg2pip48g4r3c4","M&S Collection","https://www.marksandspencer.com/3pk-regular-cotton-blend-long-sleeve-shirts/p/clp60546193#intid=pid_pg2pip48g4r3c4","£49","https://www.marksandspencer.com/3pk-regular-cotton-blend-long-sleeve-shirts/p/clp60546193#intid=pid_pg2pip48g4r3c4"
"2pk Regular Fit Easy Iron Striped Shirts","https://www.marksandspencer.com/2pk-regular-fit-easy-iron-striped-shirts/p/clp60707130#intid=pid_pg2pip48g4r4c1","M&S Collection","https://www.marksandspencer.com/2pk-regular-fit-easy-iron-striped-shirts/p/clp60707130#intid=pid_pg2pip48g4r4c1","£42","https://www.marksandspencer.com/2pk-regular-fit-easy-iron-striped-shirts/p/clp60707130#intid=pid_pg2pip48g4r4c1"
"Pure Linen Herringbone Cuban Collar Shirt","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=NAVY#intid=pid_pg2pip48g4r4c2","Autograph","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=NAVY#intid=pid_pg2pip48g4r4c2","£42","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=NAVY#intid=pid_pg2pip48g4r4c2"
"Smart Two Pocket Overshirt with Stretch","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=DARKNAVY#intid=pid_pg2pip48g4r4c3","M&S Collection","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=DARKNAVY#intid=pid_pg2pip48g4r4c3","£40","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=DARKNAVY#intid=pid_pg2pip48g4r4c3"
"The Ultimate Pure Cotton Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=AIRFORCEBLUE#intid=pid_pg2pip48g4r4c4","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=AIRFORCEBLUE#intid=pid_pg2pip48g4r4c4","£24","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=AIRFORCEBLUE#intid=pid_pg2pip48g4r4c4"
"Regular Fit Easy Iron Pure Cotton Textured Shirt","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=WHITE#intid=pid_pg2pip48g4r5c1","M&S Collection","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=WHITE#intid=pid_pg2pip48g4r5c1","£35","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=WHITE#intid=pid_pg2pip48g4r5c1"
"Regular Fit Easy Iron Pure Cotton Textured Shirt","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=BLUE#intid=pid_pg2pip48g4r5c2","M&S Collection","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=BLUE#intid=pid_pg2pip48g4r5c2","£35","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=BLUE#intid=pid_pg2pip48g4r5c2"
"Easy Iron Pure Cotton Textured Shirt","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=DARKNAVY#intid=pid_pg2pip48g4r5c3","M&S Collection","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=DARKNAVY#intid=pid_pg2pip48g4r5c3","£35","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=DARKNAVY#intid=pid_pg2pip48g4r5c3"
"Geometric Print Shirt","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=BLUEMIX#intid=pid_pg2pip48g4r5c4","Autograph","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=BLUEMIX#intid=pid_pg2pip48g4r5c4","£35","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=BLUEMIX#intid=pid_pg2pip48g4r5c4"
"Tailored Fit Performance Pure Cotton Shirt","https://www.marksandspencer.com/tailored-fit-performance-pure-cotton-shirt/p/clp60707163#intid=pid_pg2pip48g4r6c1","Autograph","https://www.marksandspencer.com/tailored-fit-performance-pure-cotton-shirt/p/clp60707163#intid=pid_pg2pip48g4r6c1","£49","https://www.marksandspencer.com/tailored-fit-performance-pure-cotton-shirt/p/clp60707163#intid=pid_pg2pip48g4r6c1"
"Slim Fit Cotton Blend Double Cuff Shirt","https://www.marksandspencer.com/slim-fit-easy-iron-cotton-blend-shirt/p/clp60630984#intid=pid_pg2pip48g4r6c2","M&S Collection","https://www.marksandspencer.com/slim-fit-easy-iron-cotton-blend-shirt/p/clp60630984#intid=pid_pg2pip48g4r6c2","£20","https://www.marksandspencer.com/slim-fit-easy-iron-cotton-blend-shirt/p/clp60630984#intid=pid_pg2pip48g4r6c2"
"Regular Fit Easy Iron Cotton Blend Striped Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-blend-striped-shirt/p/clp60732140?color=GREENMIX#intid=pid_pg2pip48g4r6c3","M&S Collection","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-blend-striped-shirt/p/clp60732140?color=GREENMIX#intid=pid_pg2pip48g4r6c3","£35","https://www.marksandspencer.com/regular-fit-easy-iron-cotton-blend-striped-shirt/p/clp60732140?color=GREENMIX#intid=pid_pg2pip48g4r6c3"
"Cotton Rich Shirt","https://www.marksandspencer.com/cotton-rich-shirt/p/clp60720521#intid=pid_pg2pip48g4r6c4","M&S Collection","https://www.marksandspencer.com/cotton-rich-shirt/p/clp60720521#intid=pid_pg2pip48g4r6c4","£35","https://www.marksandspencer.com/cotton-rich-shirt/p/clp60720521#intid=pid_pg2pip48g4r6c4"
"Easy Iron Pure Cotton Textured Shirt","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=WHITE#intid=pid_pg2pip48g4r7c1","M&S Collection","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=WHITE#intid=pid_pg2pip48g4r7c1","£35","https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=WHITE#intid=pid_pg2pip48g4r7c1"
"Cotton Linen Blend Puppytooth Shirt","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=PINKMIX#intid=pid_pg2pip48g4r7c2","M&S Collection","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=PINKMIX#intid=pid_pg2pip48g4r7c2","£40","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=PINKMIX#intid=pid_pg2pip48g4r7c2"
"2pk Regular Fit Short Sleeve Checked Shirts","https://www.marksandspencer.com/2pk-regular-fit-short-sleeve-checked-shirts/p/clp60708046#intid=pid_pg2pip48g4r7c3","M&S Collection","https://www.marksandspencer.com/2pk-regular-fit-short-sleeve-checked-shirts/p/clp60708046#intid=pid_pg2pip48g4r7c3","£40","https://www.marksandspencer.com/2pk-regular-fit-short-sleeve-checked-shirts/p/clp60708046#intid=pid_pg2pip48g4r7c3"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREEN#intid=pid_pg2pip48g4r7c4","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREEN#intid=pid_pg2pip48g4r7c4","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREEN#intid=pid_pg2pip48g4r7c4"
"Linen Rich Cuban Collar Wave Print Shirt","https://www.marksandspencer.com/linen-rich-wave-print-shirt/p/clp60720517?color=KHAKI#intid=pid_pg2pip48g4r8c1","M&S Collection","https://www.marksandspencer.com/linen-rich-wave-print-shirt/p/clp60720517?color=KHAKI#intid=pid_pg2pip48g4r8c1","£35","https://www.marksandspencer.com/linen-rich-wave-print-shirt/p/clp60720517?color=KHAKI#intid=pid_pg2pip48g4r8c1"
"Pure Cotton Textured Cuban Collar Shirt","https://www.marksandspencer.com/pure-cotton-textured-cuban-collar-shirt/p/clp60720428?color=GREENMIX#intid=pid_pg2pip48g4r8c2","Autograph","https://www.marksandspencer.com/pure-cotton-textured-cuban-collar-shirt/p/clp60720428?color=GREENMIX#intid=pid_pg2pip48g4r8c2","£35","https://www.marksandspencer.com/pure-cotton-textured-cuban-collar-shirt/p/clp60720428?color=GREENMIX#intid=pid_pg2pip48g4r8c2"
"Cotton Rich Textured Check Shirt","https://www.marksandspencer.com/cotton-rich-textured-check-shirt/p/clp60720864?color=NAVY#intid=pid_pg2pip48g4r8c3","M&S Collection","https://www.marksandspencer.com/cotton-rich-textured-check-shirt/p/clp60720864?color=NAVY#intid=pid_pg2pip48g4r8c3","£32","https://www.marksandspencer.com/cotton-rich-textured-check-shirt/p/clp60720864?color=NAVY#intid=pid_pg2pip48g4r8c3"
"Smart Two Pocket Overshirt with Stretch","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=MUSHROOM#intid=pid_pg2pip48g4r8c4","M&S Collection","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=MUSHROOM#intid=pid_pg2pip48g4r8c4","£40","https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=MUSHROOM#intid=pid_pg2pip48g4r8c4"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREY#intid=pid_pg2pip48g4r9c1","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREY#intid=pid_pg2pip48g4r9c1","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREY#intid=pid_pg2pip48g4r9c1"
"Regular Fit Ultimate Non Iron Textured Shirt","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-shirt/p/clp60707067?color=NAVYMIX#intid=pid_pg2pip48g4r9c2","M&S Collection","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-shirt/p/clp60707067?color=NAVYMIX#intid=pid_pg2pip48g4r9c2","£40","https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-shirt/p/clp60707067?color=NAVYMIX#intid=pid_pg2pip48g4r9c2"
"Slim Fit Ultimate Non Iron Cotton Shirt","https://www.marksandspencer.com/slim-fit-non-iron-pure-cotton-shirt/p/clp60707308?color=LIGHTBLUE#intid=pid_pg2pip48g4r9c3","M&S Collection","https://www.marksandspencer.com/slim-fit-non-iron-pure-cotton-shirt/p/clp60707308?color=LIGHTBLUE#intid=pid_pg2pip48g4r9c3","£40","https://www.marksandspencer.com/slim-fit-non-iron-pure-cotton-shirt/p/clp60707308?color=LIGHTBLUE#intid=pid_pg2pip48g4r9c3"
"Cotton Linen Blend Puppytooth Shirt","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=GREEN#intid=pid_pg2pip48g4r9c4","M&S Collection","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=GREEN#intid=pid_pg2pip48g4r9c4","£40","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=GREEN#intid=pid_pg2pip48g4r9c4"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=BLACK#intid=pid_pg2pip48g4r10c1","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=BLACK#intid=pid_pg2pip48g4r10c1","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=BLACK#intid=pid_pg2pip48g4r10c1"
"Pure Cotton Heavyweight Overshirt","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=BLACK#intid=pid_pg2pip48g4r10c2","Autograph","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=BLACK#intid=pid_pg2pip48g4r10c2","£49","https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=BLACK#intid=pid_pg2pip48g4r10c2"
"Geometric Print Shirt","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=PINKMIX#intid=pid_pg2pip48g4r10c3","Autograph","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=PINKMIX#intid=pid_pg2pip48g4r10c3","£35","https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=PINKMIX#intid=pid_pg2pip48g4r10c3"
"Regular Fit Luxury Cotton Double Cuff Twill Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=PALEPINK#intid=pid_pg2pip48g4r10c4%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=PALEPINK#intid=pid_pg2pip48g4r10c4%7Cprodflag_Offer","£49","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=PALEPINK#intid=pid_pg2pip48g4r10c4%7Cprodflag_Offer"
"Cotton Linen Blend Puppytooth Shirt","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=LIGHTAIRFORCE#intid=pid_pg2pip48g4r11c1","M&S Collection","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=LIGHTAIRFORCE#intid=pid_pg2pip48g4r11c1","£40","https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=LIGHTAIRFORCE#intid=pid_pg2pip48g4r11c1"
"Floral Cuban Collar Shirt","https://www.marksandspencer.com/floral-cuban-collar-shirt/p/clp60720442#intid=pid_pg2pip48g4r11c2","Autograph","https://www.marksandspencer.com/floral-cuban-collar-shirt/p/clp60720442#intid=pid_pg2pip48g4r11c2","£35","https://www.marksandspencer.com/floral-cuban-collar-shirt/p/clp60720442#intid=pid_pg2pip48g4r11c2"
"Slim Fit Luxury Cotton Double Cuff Twill Shirt","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631004?color=BLUE#intid=pid_pg2pip48g4r11c3%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631004?color=BLUE#intid=pid_pg2pip48g4r11c3%7Cprodflag_Offer","£49","https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631004?color=BLUE#intid=pid_pg2pip48g4r11c3%7Cprodflag_Offer"
"Regular Fit Luxury Pure Cotton Textured Shirt","https://www.marksandspencer.com/regular-fit-luxury-cotton-textured-shirt/p/clp60707790?color=LIGHTBLUE#intid=pid_pg2pip48g4r11c4%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/regular-fit-luxury-cotton-textured-shirt/p/clp60707790?color=LIGHTBLUE#intid=pid_pg2pip48g4r11c4%7Cprodflag_Offer","£49","https://www.marksandspencer.com/regular-fit-luxury-cotton-textured-shirt/p/clp60707790?color=LIGHTBLUE#intid=pid_pg2pip48g4r11c4%7Cprodflag_Offer"
"3pk Regular Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/3pk-regular-fit-easy-iron-long-sleeve-shirts/p/clp60576726#intid=pid_pg2pip48g4r12c1","M&S Collection","https://www.marksandspencer.com/3pk-regular-fit-easy-iron-long-sleeve-shirts/p/clp60576726#intid=pid_pg2pip48g4r12c1","£49","https://www.marksandspencer.com/3pk-regular-fit-easy-iron-long-sleeve-shirts/p/clp60576726#intid=pid_pg2pip48g4r12c1"
"Cotton Linen Blend Overshirt","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=GREEN#intid=pid_pg2pip48g4r12c2","Autograph","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=GREEN#intid=pid_pg2pip48g4r12c2","£55","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=GREEN#intid=pid_pg2pip48g4r12c2"
"Regular Fit Luxury Cotton Double Cuff Twill Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLACK#intid=pid_pg2pip48g4r12c3%7Cprodflag_Offer","M&S SARTORIAL","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLACK#intid=pid_pg2pip48g4r12c3%7Cprodflag_Offer","£49","https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=BLACK#intid=pid_pg2pip48g4r12c3%7Cprodflag_Offer"
"Cotton Linen Blend Overshirt","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=NAVY#intid=pid_pg2pip48g4r12c4","Autograph","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=NAVY#intid=pid_pg2pip48g4r12c4","£55","https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=NAVY#intid=pid_pg2pip48g4r12c4"
"Pure Linen Grandad Collar Shirt","https://www.marksandspencer.com/pure-linen-grandad-collar-shirt/p/clp60707885?color=WHITE#intid=pid_pg3pip48g4r1c1","M&S Collection","https://www.marksandspencer.com/pure-linen-grandad-collar-shirt/p/clp60707885?color=WHITE#intid=pid_pg3pip48g4r1c1","£45","https://www.marksandspencer.com/pure-linen-grandad-collar-shirt/p/clp60707885?color=WHITE#intid=pid_pg3pip48g4r1c1"
"The Ultimate Pure Cotton Striped Oxford Shirt","https://www.marksandspencer.com/the-ultimate-pure-cotton-striped-oxford-shirt/p/clp60707808?color=BLUEMIX#intid=pid_pg3pip48g4r1c2","M&S Collection","https://www.marksandspencer.com/the-ultimate-pure-cotton-striped-oxford-shirt/p/clp60707808?color=BLUEMIX#intid=pid_pg3pip48g4r1c2","£30","https://www.marksandspencer.com/the-ultimate-pure-cotton-striped-oxford-shirt/p/clp60707808?color=BLUEMIX#intid=pid_pg3pip48g4r1c2"
"Pure Cotton Geo Print Cuban Collar Shirt","https://www.marksandspencer.com/pure-cotton-geo-print-cuban-collar-shirt/p/clp60734413?color=NAVYMIX#intid=pid_pg3pip48g4r1c3","M&S Collection","https://www.marksandspencer.com/pure-cotton-geo-print-cuban-collar-shirt/p/clp60734413?color=NAVYMIX#intid=pid_pg3pip48g4r1c3","£28","https://www.marksandspencer.com/pure-cotton-geo-print-cuban-collar-shirt/p/clp60734413?color=NAVYMIX#intid=pid_pg3pip48g4r1c3"
"Pure Cotton Hawaiian Shirt","https://www.marksandspencer.com/pure-cotton-hawaiian-shirt/p/clp60736588#intid=pid_pg3pip48g4r1c4","M&S Collection","https://www.marksandspencer.com/pure-cotton-hawaiian-shirt/p/clp60736588#intid=pid_pg3pip48g4r1c4","£28","https://www.marksandspencer.com/pure-cotton-hawaiian-shirt/p/clp60736588#intid=pid_pg3pip48g4r1c4"
"The Ultimate Pure Cotton Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=WHITE#intid=pid_pg3pip48g4r2c1","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=WHITE#intid=pid_pg3pip48g4r2c1","£24","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=WHITE#intid=pid_pg3pip48g4r2c1"
"3pk Tailored Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/3-pack-cotton-blend-tailored-fit-shirts/p/clp22464488#intid=pid_pg3pip48g4r2c2","M&S Collection","https://www.marksandspencer.com/3-pack-cotton-blend-tailored-fit-shirts/p/clp22464488#intid=pid_pg3pip48g4r2c2","£49","https://www.marksandspencer.com/3-pack-cotton-blend-tailored-fit-shirts/p/clp22464488#intid=pid_pg3pip48g4r2c2"
"Cotton Rich Check Seersucker Shirt","https://www.marksandspencer.com/cotton-rich-check-seersucker-shirt/p/clp60707385?color=NAVYMIX#intid=pid_pg3pip48g4r2c3","M&S Collection","https://www.marksandspencer.com/cotton-rich-check-seersucker-shirt/p/clp60707385?color=NAVYMIX#intid=pid_pg3pip48g4r2c3","£35","https://www.marksandspencer.com/cotton-rich-check-seersucker-shirt/p/clp60707385?color=NAVYMIX#intid=pid_pg3pip48g4r2c3"
"Regular Fit Geometric Print Shirt","https://www.marksandspencer.com/regular-fit-geometric-print-shirt/p/clp60707708#intid=pid_pg3pip48g4r2c4","Autograph","https://www.marksandspencer.com/regular-fit-geometric-print-shirt/p/clp60707708#intid=pid_pg3pip48g4r2c4","£35","https://www.marksandspencer.com/regular-fit-geometric-print-shirt/p/clp60707708#intid=pid_pg3pip48g4r2c4"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=MOLE#intid=pid_pg3pip48g4r3c1","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=MOLE#intid=pid_pg3pip48g4r3c1","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=MOLE#intid=pid_pg3pip48g4r3c1"
"3pk Regular Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/3pk-regular-fit-long-sleeve-shirts/p/clp60576720#intid=pid_pg3pip48g4r3c2","M&S Collection","https://www.marksandspencer.com/3pk-regular-fit-long-sleeve-shirts/p/clp60576720#intid=pid_pg3pip48g4r3c2","£49","https://www.marksandspencer.com/3pk-regular-fit-long-sleeve-shirts/p/clp60576720#intid=pid_pg3pip48g4r3c2"
"5pk Regular Fit Easy Iron Long Sleeve Shirts","https://www.marksandspencer.com/5-pack-regular-fit-cotton-shirts/p/clp60456820#intid=pid_pg3pip48g4r3c3","M&S Collection","https://www.marksandspencer.com/5-pack-regular-fit-cotton-shirts/p/clp60456820#intid=pid_pg3pip48g4r3c3","£70","https://www.marksandspencer.com/5-pack-regular-fit-cotton-shirts/p/clp60456820#intid=pid_pg3pip48g4r3c3"
"Regular Fit Cotton Rich Striped Shirt","https://www.marksandspencer.com/regular-fit-cotton-rich-striped-shirt/p/clp60721932#intid=pid_pg3pip48g4r3c4%7Cprodflag_New","M&S Collection","https://www.marksandspencer.com/regular-fit-cotton-rich-striped-shirt/p/clp60721932#intid=pid_pg3pip48g4r3c4%7Cprodflag_New","£40","https://www.marksandspencer.com/regular-fit-cotton-rich-striped-shirt/p/clp60721932#intid=pid_pg3pip48g4r3c4%7Cprodflag_New"
"Pure Cotton Ultimate Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=WHITE#intid=pid_pg3pip48g4r4c1","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=WHITE#intid=pid_pg3pip48g4r4c1","£25","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=WHITE#intid=pid_pg3pip48g4r4c1"
"The Ultimate Pure Cotton Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=LIGHTGREEN#intid=pid_pg3pip48g4r4c2","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=LIGHTGREEN#intid=pid_pg3pip48g4r4c2","£24","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=LIGHTGREEN#intid=pid_pg3pip48g4r4c2"
"The Ultimate Pure Cotton Oxford Shirt","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=NAVY#intid=pid_pg3pip48g4r4c3","M&S Collection","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=NAVY#intid=pid_pg3pip48g4r4c3","£24","https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=NAVY#intid=pid_pg3pip48g4r4c3"
"Cotton Linen Blend Striped Shirt","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=NATURALMIX#intid=pid_pg3pip48g4r4c4","M&S Collection","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=NATURALMIX#intid=pid_pg3pip48g4r4c4","£40","https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=NATURALMIX#intid=pid_pg3pip48g4r4c4"
"Regular Fit Easy Iron Cotton Blend Shirt","https://www.marksandspencer.com/regular-fit-easy-iron-shirt/p/clp60493980?color=WHITE#intid=pid_pg3pip48g4r5c1","M&S Collection","https://www.marksandspencer.com/regular-fit-easy-iron-shirt/p/clp60493980?color=WHITE#intid=pid_pg3pip48g4r5c1","£20","https://www.marksandspencer.com/regular-fit-easy-iron-shirt/p/clp60493980?color=WHITE#intid=pid_pg3pip48g4r5c1"
"3pk Slim Fit Easy Iron Short Sleeve Shirts","https://www.marksandspencer.com/3-pack-short-sleeve-slim-fit-shirts/p/clp22289527#intid=pid_pg3pip48g4r5c2","M&S Collection","https://www.marksandspencer.com/3-pack-short-sleeve-slim-fit-shirts/p/clp22289527#intid=pid_pg3pip48g4r5c2","£45","https://www.marksandspencer.com/3-pack-short-sleeve-slim-fit-shirts/p/clp22289527#intid=pid_pg3pip48g4r5c2"
"3pk Slim Fit Easy Iron Shirts","https://www.marksandspencer.com/3pk-slim-fit-cotton-blend-shirts/p/clp60553020#intid=pid_pg3pip48g4r5c3","M&S Collection","https://www.marksandspencer.com/3pk-slim-fit-cotton-blend-shirts/p/clp60553020#intid=pid_pg3pip48g4r5c3","£49","https://www.marksandspencer.com/3pk-slim-fit-cotton-blend-shirts/p/clp60553020#intid=pid_pg3pip48g4r5c3"
"Regular Fit Pure Linen Shirt","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=PALEORANGE#intid=pid_pg3pip48g4r5c4","M&S Collection","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=PALEORANGE#intid=pid_pg3pip48g4r5c4","£45","https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=PALEORANGE#intid=pid_pg3pip48g4r5c4"
"Pure Linen Herringbone Cuban Collar Shirt","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=BLUE#intid=pid_pg3pip48g4r6c1","Autograph","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=BLUE#intid=pid_pg3pip48g4r6c1","£42","https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=BLUE#intid=pid_pg3pip48g4r6c1"
"Slim Fit Cotton Dress Shirt with Bow Tie","https://www.marksandspencer.com/slim-fit-luxury-cotton-dress-shirt/p/clp60631039#intid=pid_pg3pip48g4r6c2","M&S Collection","https://www.marksandspencer.com/slim-fit-luxury-cotton-dress-shirt/p/clp60631039#intid=pid_pg3pip48g4r6c2","£40","https://www.marksandspencer.com/slim-fit-luxury-cotton-dress-shirt/p/clp60631039#intid=pid_pg3pip48g4r6c2"
