pdp_url,product_name,brand,breadcrumb,retail_limit,currency,selling_price,price_was,images,rating,review,product_description,product_details
https://www.homedepot.com/p/Clorox-Toilet-Brush-and-Holder-Plunger-and-Bowl-Brush-Combo-1-pack-623292/327004342,Clorox Toilet Brush and Holder Plunger and Bowl Brush Combo (1-pack) 623292,Clorox,Home > Cleaning > Cleaning Tools > Cleaning Brushes > Toilet Brushes > Clorox Toilet Brushes,,USD,20.27,,"['https://images.thdstatic.com/productImages/06ac30ba-04b7-4098-8fb5-5afa79cceda7/svn/white-and-grey-clorox-toilet-brushes-623292-64_100.jpg', 'https://images.thdstatic.com/productImages/592c7c93-bce4-4aab-bbea-6b48d388dc07/svn/white-and-grey-clorox-toilet-brushes-623292-66_100.jpg', 'https://images.thdstatic.com/productImages/ffadd73d-6d34-456d-87a7-7137bfb07026/svn/white-and-grey-clorox-toilet-brushes-623292-c3_100.jpg', 'https://images.thdstatic.com/productImages/8a707bec-7d20-42f7-8c2b-7aec228db89d/svn/white-and-grey-clorox-toilet-brushes-623292-4f_100.jpg', 'https://images.thdstatic.com/productImages/12d05c19-7b5c-4a1c-85af-5e5b4333d52f/svn/white-and-grey-clorox-toilet-brushes-623292-1f_100.jpg', 'https://images.thdstatic.com/productImages/9aced83a-bd65-4c73-b47b-869148e67deb/svn/white-and-grey-clorox-toilet-brushes-623292-44_100.jpg', 'https://images.thdstatic.com/productImages/04782c51-b46e-4937-b896-03bd37f574b3/svn/white-and-grey-clorox-toilet-brushes-623292-fa_100.jpg', 'https://images.thdstatic.com/productImages/36e85478-fbca-42bb-9dc4-1db03fe26d4e/svn/white-and-grey-clorox-toilet-brushes-623292-76_100.jpg', 'https://images.thdstatic.com/productImages/892a2d38-146a-4abc-aa55-b8bfbc091e14/svn/white-and-grey-clorox-toilet-brushes-623292-31_100.jpg']",4.6,162,"Clorox toilet bowl brush and plunger set is an essential accessory for any bathroom in your house and especially useful in the guest bathroom where it can sit out in the open discreetly yet conveniently. The durable antimicrobial bristles on the brush give you a thorough clean while lasting longer, with a head that's designed to get into areas you want to go. The comfortable handles make these essential tools easy to use. The high-quality antimicrobial plunger has a flange cup that helps clear clogs fast and a long handle for better leverage, making it an ideal partner for this important bathroom set. Keeping it all together neatly and cleanly is the handy caddy that stores both in an upright position for easy and quick access. Keep any toilet sparkling clean great for dorms, apartments, RVs, boats, wherever toilet maintenance is needed.","{'Bristle Material': 'Polypropylene', 'Bristle Stiffness': 'Medium', 'Cleaning Tool Type': 'Toilet Brush and Holder Set', 'Color Family': 'Two Toned', 'Color/Finish': 'White and Grey', 'Commercial/Residential': 'Residential', 'Enclosed Holder': 'No', 'Handle Material': 'Polypropylene', 'Pack Size': '1', 'Returnable': '90-Day', 'Manufacturer Warranty': '1 year Limited', 'Bristle Length (in.)': '.99 in', 'Handle Length (in.)': '12.9 in', 'Product Depth (in.)': '9.06 in', 'Product Height (in.)': '20.08 in', 'Product Width (in.)': '6.81 in'}"
https://www.homedepot.com/p/Swiffer-WetJet-42-2-oz-Multi-Purpose-Hardwood-Floor-Cleaner-Solution-Refill-2-Pack-003700099925/303206018,Swiffer WetJet 42.2 oz. Multi-Purpose Hardwood Floor Cleaner Solution Refill (2-Pack) 003700099925,Swiffer,Home > Cleaning > Cleaning Products > Floor Cleaners > Hard Surface Cleaners > Swiffer Hard Surface Cleaners,,USD,12.94,,"['https://images.thdstatic.com/productImages/908ce36d-b1b1-4dbd-adac-f966fce875f6/svn/swiffer-hard-surface-cleaners-003700099925-64_100.jpg', 'https://images.thdstatic.com/productImages/387b5138-b749-4ed6-a1c3-8e0777e95ce2/svn/swiffer-hard-surface-cleaners-003700099925-e1_100.jpg', 'https://images.thdstatic.com/productImages/2a27929d-0861-45f8-93be-6d29eaa5c7df/svn/swiffer-hard-surface-cleaners-003700099925-40_100.jpg', 'https://images.thdstatic.com/productImages/525aca5f-9f10-400e-91ed-f2f2f29a6187/svn/swiffer-hard-surface-cleaners-003700099925-a0_100.jpg', 'https://images.thdstatic.com/productImages/46818803-4913-45c8-8f10-630bef8735ed/svn/swiffer-hard-surface-cleaners-003700099925-1d_100.jpg', 'https://images.thdstatic.com/productImages/e4d13b10-a827-4c96-b66f-131d7592ac47/svn/swiffer-hard-surface-cleaners-003700099925-66_100.jpg', 'https://images.thdstatic.com/productImages/2e381a9c-45c4-4ba5-9371-3edbbe32e02b/svn/swiffer-hard-surface-cleaners-003700099925-77_100.jpg', 'https://images.thdstatic.com/productImages/e427d51e-6802-4468-9441-4df39de2d581/svn/swiffer-hard-surface-cleaners-003700099925-c3_100.jpg', 'https://images.thdstatic.com/productImages/34768fe9-21b4-4d64-927c-9742a233a7e9/svn/swiffer-hard-surface-cleaners-003700099925-4f_100.jpg', 'https://images.thdstatic.com/productImages/6c8d07ac-0cf7-48a1-afa1-8a4711cea206/svn/swiffer-hard-surface-cleaners-003700099925-1f_100.jpg', 'https://images.thdstatic.com/productImages/31480b41-2f1d-4f6e-8e9a-1333fffbe5e9/svn/swiffer-hard-surface-cleaners-003700099925-44_100.jpg', 'https://images.thdstatic.com/productImages/2ed49926-ef9a-426a-b39d-b2eb7e836c2c/svn/swiffer-hard-surface-cleaners-003700099925-fa_100.jpg', 'https://images.thdstatic.com/productImages/e383a22d-510e-4cc6-82b9-2d460c865ee6/svn/swiffer-hard-surface-cleaners-003700099925-76_100.jpg', 'https://images.thdstatic.com/productImages/e471eaed-e993-4c05-ba96-a69cb9bdf75d/svn/swiffer-hard-surface-cleaners-003700099925-d4_100.jpg']",4.7,511,"Swiffer WetJet Multi-Surface Floor Cleaner is a pre-mixed cleaning solution made specially for the Swiffer WetJet all-in-one spray mop. The safe, fast drying formula dissolves dirt and tough, sticky messes to reveal the natural beauty of your floors. Safe on wood, do not use on unfinished, oiled or waxed wooden boards, non-sealed tiles or carpeted floors because they may be water sensitive","{'Appliance Category': 'Floor Care', 'Concentrated or Ready to Use': 'Ready to use', 'Dry time (hours)': '0', 'Features': 'No-Rinse', 'Formulation': 'Regular Strength', 'Helps Remove': 'Adhesives,Coffee,Dirt,Food,Grease,Odor,Scuff Marks', 'Pack Size': '1', 'Product Form': 'Liquid', 'Recommended Surfaces': 'Hardwood Floors', 'Returnable': '90-Day', 'Scent': 'Unscented', 'Certifications and Listings': 'No Certifications or Listings', 'Manufacturer Warranty': 'n/a', 'Product Size': '42.2 OZ-Ounce'}"
https://www.homedepot.com/p/Unger-36-in-Nifty-Nabber-Trash-Picker-Grabber-92134/100353536,Unger 36 in. Nifty Nabber Trash Picker Grabber 92134,Unger,Home > Cleaning > Janitorial Supplies > Trash Pickers > Unger Trash Pickers,,USD,19.97,,"['https://images.thdstatic.com/productImages/e44e153c-7424-45fe-93a3-218f5903bac0/svn/unger-trash-pickers-92134-64_100.jpg', 'https://images.thdstatic.com/productImages/5ff9bbb1-d4b7-4e18-ae6e-52bdc9805f68/svn/unger-trash-pickers-92134-e1_100.jpg', 'https://images.thdstatic.com/productImages/2fe9fd3a-01c3-4279-8fb2-6f2267c4aff3/svn/unger-trash-pickers-92134-40_100.jpg', 'https://images.thdstatic.com/productImages/276af8ce-eb58-4d9b-9603-767ff967869c/svn/unger-trash-pickers-92134-a0_100.jpg', 'https://images.thdstatic.com/productImages/9df2cd74-24bd-4e3a-872f-e5060f9c61bf/svn/unger-trash-pickers-92134-1d_100.jpg', 'https://images.thdstatic.com/productImages/16c40ee5-7f84-44f2-98e0-f7d41f8d114b/svn/unger-trash-pickers-92134-66_100.jpg', 'https://images.thdstatic.com/productImages/d8994260-ea42-4de4-aabe-983b1a5fb7ab/svn/unger-trash-pickers-92134-77_100.jpg', 'https://images.thdstatic.com/productImages/f5ca748d-e797-4614-9f9e-2ecfc964b0c4/svn/unger-trash-pickers-92134-c3_100.jpg', 'https://images.thdstatic.com/productImages/e0f29337-41af-47d6-93af-a661d7583e9f/svn/unger-trash-pickers-92134-4f_100.jpg', 'https://images.thdstatic.com/productImages/b29d13da-2cd4-4718-be5c-69b531d61c55/svn/unger-trash-pickers-92134-1f_100.jpg', 'https://images.thdstatic.com/productImages/2cae3f55-2bca-4350-af7b-5f95d2e4031d/svn/unger-trash-pickers-92134-44_100.jpg', 'https://images.thdstatic.com/productImages/41704ba9-fbdc-458c-9c94-ff6ab502df74/svn/unger-trash-pickers-92134-d4_100.jpg']",4.5,1600,The Unger 36 in. Nifty Nabber is ideal for grasping items beyond your reach without stretching or bending. The lightweight aluminum handle features an ergonomic grip. The rubber-tipped grippers prevent damage to whatever you hold large or small.,"{'Cleaning Tool Type': 'Trash Picker', 'Pack Size': '1', 'Professional/ Residential': 'Residential', 'Returnable': '90-Day', 'Manufacturer Warranty': 'Satisfaction Guaranteed, Return to store with Receipt', 'Product Depth (in.)': '2.5 in', 'Product Height (in.)': '36 in', 'Product Length (in.)': '36 in', 'Product Width (in.)': '4 in'}"
https://www.homedepot.com/p/Libman-12-in-Lobby-Broom-and-Dustpan-Set-1152/300054984,Libman 12 in. Lobby Broom and Dustpan Set 1152,Libman,Home > Cleaning > Cleaning Tools > Dusting Tools > Broom & Dust Pan Sets > Libman Broom & Dust Pan Sets,,USD,22.97,,"['https://images.thdstatic.com/productImages/767d2287-b421-41f6-8678-c96a88105266/svn/libman-broom-dust-pan-sets-1152-64_100.jpg', 'https://images.thdstatic.com/productImages/c4a17ca5-d3af-4cc5-91c5-6ab089162503/svn/libman-broom-dust-pan-sets-1152-a0_100.jpg', 'https://images.thdstatic.com/productImages/20caa67e-5ba3-4d9a-b63c-14070bc38075/svn/libman-broom-dust-pan-sets-1152-1d_100.jpg', 'https://images.thdstatic.com/productImages/56f53847-bd36-4136-8f8c-d6464e378634/svn/libman-broom-dust-pan-sets-1152-66_100.jpg', 'https://images.thdstatic.com/productImages/d30f986b-80c4-4676-b4e9-be87e78ecdd7/svn/libman-broom-dust-pan-sets-1152-77_100.jpg', 'https://images.thdstatic.com/productImages/fe47056d-2aed-408d-87c1-4abb1ff6a85e/svn/libman-broom-dust-pan-sets-1152-c3_100.jpg', 'https://images.thdstatic.com/productImages/5c78b860-ed01-422e-a89f-d572b070e0df/svn/libman-broom-dust-pan-sets-1152-4f_100.jpg', 'https://images.thdstatic.com/productImages/bf622a2f-4bbf-4cea-9e9e-358fa41320d6/svn/libman-broom-dust-pan-sets-1152-1f_100.jpg', 'https://images.thdstatic.com/productImages/eaa22e44-0fcf-4699-93db-8184f7d7804f/svn/libman-broom-dust-pan-sets-1152-44_100.jpg', 'https://images.thdstatic.com/productImages/fd9c4bf7-6b27-4380-825f-572449883ebe/svn/libman-broom-dust-pan-sets-1152-fa_100.jpg', 'https://images.thdstatic.com/productImages/a4c17934-2fb0-44f4-a5fb-e287adf89395/svn/libman-broom-dust-pan-sets-1152-76_100.jpg', 'https://images.thdstatic.com/productImages/103668c9-86e7-40b7-a900-9ea84bdef934/svn/libman-broom-dust-pan-sets-1152-d4_100.jpg']",4.2,1450,"Tired of bending down to sweep up dust and debris into a normal dust pan? Then use the Libman Lobby Broom and Dust Pan Set. It's a professional-grade Libman broom and dust pan with handle that's great for residential and commercial clean-up. This stand up dust pan and broom set has a built-in tilt so that it stays upright and open by itself. The broom clips onto the dust pan handle and stores inside the pan for easy storage and protection, taking up minimal space. No need for a broom holder to store your brooms, this dust broom and pan has hanger holes on both the lobby broom and dustpan for easy storage on any hook. The long handle dust pan is great for quick pick ups around the house, garage, restaurants, theme parks, movie theatres, job sites, and more.","{'Cleaning Tool Type': 'Broom and Dustpan Set', 'Color': 'Green', 'Color Family': 'Green', 'Commercial/Residential': 'Residential', 'Dust pan style': 'Upright', 'Handle Material': 'Steel', 'Lid Included': 'No', 'Pack Size': '1', 'Pivot Head': 'Yes', 'Returnable': '90-Day', 'Manufacturer Warranty': 'Products are guaranteed for one year from date of purchase. Proof of purchase is required.', 'Product Width (in.)': '12 in'}"
https://www.homedepot.com/p/ZEP-1-Gal-Premium-Carpet-Shampoo-ZUPXC128/100619255,ZEP 1 Gal. Premium Carpet Shampoo ZUPXC128,ZEP,Home > Cleaning > Cleaning Products > Floor Cleaners > Carpet Cleaning Products > ZEP Carpet Cleaning Products,,USD,13.56,,"['https://images.thdstatic.com/productImages/314ecf3e-7dec-46ad-af75-0f95c5f50097/svn/zep-carpet-cleaning-products-zupxc128-64_100.jpg', 'https://images.thdstatic.com/productImages/512a411e-f202-4245-9097-248df38004cd/svn/zep-carpet-cleaning-products-zupxc128-e1_100.jpg', 'https://images.thdstatic.com/productImages/88df6800-ff43-4baa-9b1a-5a9debc1d567/svn/zep-carpet-cleaning-products-zupxc128-40_100.jpg', 'https://images.thdstatic.com/productImages/19791af6-c2d5-425e-bf58-1db8d1e9e514/svn/zep-carpet-cleaning-products-zupxc128-a0_100.jpg', 'https://images.thdstatic.com/productImages/49369656-6a8f-4b5b-bae6-fa2107d429db/svn/zep-carpet-cleaning-products-zupxc128-1d_100.jpg', 'https://images.thdstatic.com/productImages/59000223-0e82-4735-b350-e211ef9ed396/svn/zep-carpet-cleaning-products-zupxc128-66_100.jpg', 'https://images.thdstatic.com/productImages/888c11cc-174b-4c29-bedd-2a836cb2a84f/svn/zep-carpet-cleaning-products-zupxc128-77_100.jpg', 'https://images.thdstatic.com/productImages/7f7c12be-8c17-40f5-87f6-4ab42cb8054d/svn/zep-carpet-cleaning-products-zupxc128-c3_100.jpg', 'https://images.thdstatic.com/productImages/4915ca95-36c1-404c-b078-50f17e9f0c58/svn/zep-carpet-cleaning-products-zupxc128-1f_100.jpg', 'https://images.thdstatic.com/productImages/48353b01-c3b6-4129-a6cd-9633272171d3/svn/zep-carpet-cleaning-products-zupxc128-31_100.jpg']",4.6,1135,"ZEP Premium Carpet Shampoo is excellent for use on stain resistant carpets. This carpet shampoo is for use in deep cleaning steam machines and extractor machines. It is safe for use around children and pets. When used as directed on a routine basis, this carpet cleaner helps remove allergens caused by pet dander and dust mites. The carpet shampoo provides professional results to restore worn and soiled carpets.","{'Application Method': 'Steam cleaner', 'Concentrated or Ready to Use': 'Concentrated', 'Dry time (hours)': '1', 'Features': 'No Additional Features', 'Floor Care & Upholstery Cleaner Type': 'Steam cleaning detergent', 'Formulation': 'Professional Strength', 'Helps Remove': 'Coffee,Dirt,Urine,Vomit', 'Pack Size': '1', 'Product Form': 'Liquid', 'Returnable': '90-Day', 'Certifications and Listings': 'No Certifications or Listings', 'Manufacturer Warranty': 'N/A', 'Product Size': '1 GA-Gallon'}"
https://www.homedepot.com/p/HDX-Giant-Commercial-Corn-Broom-750/204324847,HDX Giant Commercial Corn Broom 750,HDX,Home > Cleaning > Cleaning Tools > Brooms > Corn Brooms > HDX Corn Brooms,,USD,18.97,,"['https://images.thdstatic.com/productImages/b4c27cf3-8b30-4a3a-93d6-007dd60d44b7/svn/hdx-corn-brooms-750-64_100.jpg', 'https://images.thdstatic.com/productImages/9cbf5be7-5e0a-4463-b169-e7ffc92b2861/svn/hdx-corn-brooms-750-e1_100.jpg', 'https://images.thdstatic.com/productImages/add8807a-f8b3-4184-bc51-0753c00f1145/svn/hdx-corn-brooms-750-40_100.jpg', 'https://images.thdstatic.com/productImages/eddd3f80-a05d-434b-bd77-a126d61e4b1b/svn/hdx-corn-brooms-750-c3_100.jpg', 'https://images.thdstatic.com/productImages/f75ac2f8-06a2-4f0f-9734-8f259fc1c28d/svn/hdx-corn-brooms-750-4f_100.jpg', 'https://images.thdstatic.com/productImages/1db35419-2277-4ac4-8acf-4d3ea00fe6dc/svn/hdx-corn-brooms-750-1f_100.jpg', 'https://images.thdstatic.com/productImages/1a613a01-3384-4b63-80f7-4bd42aa36d99/svn/hdx-corn-brooms-750-44_100.jpg']",4.4,1716,"This Giant Commercial Corn Broom is a premium, heavy-duty corn broom with exceptional fiber weight that picks up dirt and dust effectively. It offers an extra wide 15 in. sweep path, creating a larger sweeping range for quick and effective clean-up. The metal wire offers even greater strength.","{'Bristle Material': 'Corn', 'Bristle Stiffness': 'Medium', 'Cleaning Tool Type': 'Straw/Corn Broom', 'Color': 'Beige', 'Color Family': 'Pine', 'Features': 'No Additional Features', 'Handle Material': 'Wood', 'Indoor/Outdoor': 'Outdoor', 'Product Weight (lb.)': '2.33 lb', 'Returnable': '90-Day', 'Manufacturer Warranty': 'N/A', 'Bristle Length (in.)': '18', 'Handle Length (in.)': '37', 'Handle length (ft.)': '3', 'Head Width (in.)': '15', 'Product Depth (in.)': '2.50 in', 'Product Height (in.)': '57.50 in', 'Product Width (in.)': '14.00 in'}"
https://www.homedepot.com/p/20-Mule-Team-Borax-Laundry-Booster-and-Fabric-Stain-Remover-and-Multi-Purpose-Household-Cleaner-65-oz-2340000201/202885877,"20 Mule Team Borax Laundry Booster and Fabric Stain Remover and Multi-Purpose Household Cleaner, 65 oz. 2340000201",20 Mule Team,Home > Cleaning > Laundry Supplies > Laundry Stain Removers > 20 Mule Team Laundry Stain Removers,,USD,94.46,,"['https://images.thdstatic.com/productImages/13c04368-5e27-4eee-9a3b-942c7f3b09a9/svn/20-mule-team-laundry-stain-removers-2340000201-64_100.jpg', 'https://images.thdstatic.com/productImages/a54fba67-634a-4459-8199-b9cf9e6f9957/svn/20-mule-team-laundry-stain-removers-2340000201-c3_100.jpg', 'https://images.thdstatic.com/productImages/187afc94-d1fa-45a9-bac7-6a3bba2ab580/svn/20-mule-team-laundry-stain-removers-2340000201-4f_100.jpg', 'https://images.thdstatic.com/productImages/50749b76-dedc-47eb-bd20-db1bfe4490c6/svn/20-mule-team-laundry-stain-removers-2340000201-1f_100.jpg', 'https://images.thdstatic.com/productImages/70621405-3fda-48b4-9602-db56ef35bf49/svn/20-mule-team-laundry-stain-removers-2340000201-44_100.jpg', 'https://images.thdstatic.com/productImages/ca9049bb-31cc-4db5-a68e-b02d8ab59661/svn/20-mule-team-laundry-stain-removers-2340000201-fa_100.jpg']",4.8,419,"20 Mule Team Borax is an amazing, all-natural mineral found in all corners of the globe, and is used to help with cleaning, laundry, garden work, DIY crafting, and more! It's impossible to count all the ways affordable 20 Mule Team Borax can improve all the rooms in your home. Use Borax to clean up your pet's area, pre-soak your laundry to help get rid of tough stains, or as a bathroom cleaner. For over 100 years, 20 Mule Team Borax has been a staple in millions of homes. Whether it's giving your family's laundry that extra kick or cleaning and freshening your home, 20 Mule Team Borax is the essential multi-purpose solution for every home. Eye irritant. May be harmful if swallowed.Caution: Contains Sodium Tetraborate. Avoid contact with eyes. Do not take internally.First Aid: In Eyes: Rinse with water for 15 minutes. If irritation persists, contact a physician.Ingestion: Rinse mouth, give a large full glass of milk or water. Do not induce vomiting. Call a physician immediately.KEEP OUT OF REACH OF CHILDREN. This package contains one 65 Ounce box of 20 Mule Team All Natural Borax Laundry Detergent Booster & Multi-Purpose Household Cleaner.","{'Features': 'HE Compatible,No Additional Features,Odorless', 'HE Formulated': 'HE Formulated', 'Health Facts': 'No Health Features', 'Helps Remove': 'Dirt', 'Pack Size': '1', 'Package Type': 'Multi-Pack', 'Product Form': 'Powder', 'Scent': 'Unscented', 'Total Number of Laundry Loads': '92', 'Certifications and Listings': 'No Certifications or Listings', 'Manufacturer Warranty': 'None', 'Product Size': '65 OZ-Ounce'}"
https://www.homedepot.com/p/CLR-1-Gal-Calcium-Lime-and-Rust-Remover-CL4-P/202530301,"CLR 1 Gal. Calcium, Lime and Rust Remover CL4-P",CLR,"Home > Cleaning > Cleaning Products > Bathroom Cleaners > Calcium, Lime & Rust Removers > CLR Calcium, Lime & Rust Removers",,USD,24.98,,"['https://images.thdstatic.com/productImages/54c74227-b764-40f5-84ac-4d390550dd25/svn/clr-calcium-lime-rust-removers-cl4-p-64_100.jpg', 'https://images.thdstatic.com/productImages/884666d3-824f-40f4-afcb-2139feda7ebb/svn/clr-calcium-lime-rust-removers-cl4-p-66_100.jpg', 'https://images.thdstatic.com/productImages/862ddc70-8955-4f51-b3dc-4ce182bd528e/svn/clr-calcium-lime-rust-removers-cl4-p-c3_100.jpg', 'https://images.thdstatic.com/productImages/82ae939e-8715-4dd5-8438-32fbeb99cc3a/svn/clr-calcium-lime-rust-removers-cl4-p-4f_100.jpg', 'https://images.thdstatic.com/productImages/5451ef11-13c7-42da-b7c0-9bb2b48625a5/svn/clr-calcium-lime-rust-removers-cl4-p-1f_100.jpg', 'https://images.thdstatic.com/productImages/03343974-38c3-4d61-82a6-29dd8bbb8586/svn/clr-calcium-lime-rust-removers-cl4-p-44_100.jpg']",4.5,646,"Need to tackle tough calcium and lime deposits as well as rust stains. CLR Calcium, Lime and Rust Remover is a powerful formula that quickly and easily dissolves and removes tough calcium and lime deposits as well as surface rust stains from bathtubs, toilet bowls, sinks, glass, chrome, fiberglass, stainless steel, most coffee makers, humidifiers, dishwashers, washing machines and shower heads. The formula also is perfect for use on RVs and boats. CLR Calcium, Lime and Rust Remover is part of the EPAs Safer Choice Program, recognizing the product as a safer alternative to chemicals. CLR is also Certified Bio Based. The fast-acting, powerful CLR formula is septic-safe and contains no phosphates. Always spot test in an inconspicuous area before beginning to clean.","{'Concentrated or Ready to Use': 'Concentrated', 'Features': 'Phosphate Free,Streak Free,Unscented', 'Helps Remove': 'Dirt,Dust', 'Pack Size': '1', 'Product Form': 'Liquid', 'Recommended Surfaces': 'Plastic,Stainless Steel,Tile', 'Returnable': '90-Day', 'Certifications and Listings': 'No Certifications or Listings', 'Manufacturer Warranty': 'Money Back Guarantee', 'Product Size': '1 GA-Gallon'}"
https://www.homedepot.com/p/Libman-16-in-High-Power-Large-Scoop-Upright-Dustpan-with-Steel-Handle-1168/312909840,Libman 16 in. High Power Large Scoop Upright Dustpan with Steel Handle 1168,Libman,Home > Cleaning > Cleaning Tools > Dusting Tools > Dust Pans > Libman Dust Pans,,USD,24.97,,"['https://images.thdstatic.com/productImages/a6c1010f-ce92-4eed-a8f2-423847c742da/svn/libman-dust-pans-1168-64_100.jpg', 'https://images.thdstatic.com/productImages/d376732c-d955-48d2-be92-1ae44efbd112/svn/libman-dust-pans-1168-40_100.jpg', 'https://images.thdstatic.com/productImages/e4a1d1b9-65b1-4f23-a1d2-4a29828f8cee/svn/libman-dust-pans-1168-a0_100.jpg', 'https://images.thdstatic.com/productImages/a965014c-bd3e-4bf9-86f0-f8c7fabf9950/svn/libman-dust-pans-1168-1d_100.jpg', 'https://images.thdstatic.com/productImages/14ce976b-f4f6-4c52-be09-4bcc97f1b438/svn/libman-dust-pans-1168-66_100.jpg', 'https://images.thdstatic.com/productImages/ebc818f3-5b9e-4cb8-9448-9ab614dcbc9d/svn/libman-dust-pans-1168-77_100.jpg', 'https://images.thdstatic.com/productImages/0334cb3e-798d-47bc-bfda-517880089ebb/svn/libman-dust-pans-1168-4f_100.jpg', 'https://images.thdstatic.com/productImages/05a45408-d289-42d9-9bd1-49e472611c73/svn/libman-dust-pans-1168-1f_100.jpg', 'https://images.thdstatic.com/productImages/c3becc8c-9e6c-45a2-9dec-5ac216661e23/svn/libman-dust-pans-1168-44_100.jpg', 'https://images.thdstatic.com/productImages/9d7707b2-742b-4156-93ef-cf0a284a8d4e/svn/libman-dust-pans-1168-fa_100.jpg', 'https://images.thdstatic.com/productImages/e1be1f7f-a582-482d-b85b-0b7787baad7f/svn/libman-dust-pans-1168-76_100.jpg', 'https://images.thdstatic.com/productImages/345b7919-d669-4cd6-9a1a-16a0c21b28ed/svn/libman-dust-pans-1168-d4_100.jpg', 'https://images.thdstatic.com/productImages/cb12856a-8e66-471f-9076-7b9f7f8a1923/svn/libman-dust-pans-1168-fa_100.jpg']",4.8,278,"This Libman heavy-duty large scoop long handle dust pan gets the job done on any quick pick-ups of larger debris and garbage. 1-of the key features is the ability to lock or unlock the dust pan in place. While unlocked, the dust pan with handle automatically swivels vertically when it is picked up to hold the debris inside. Built-in teeth also clean out any Libman broom bristles directly into the pan. The stand up dust pan angled handle grip lightens the load on the wrists while carrying up to 30 lbs. of gravel, garbage, debris and more.","{'Cleaning Tool Type': 'Dust Pan', 'Color': 'Red & Black', 'Color Family': 'Black', 'Commercial/Residential': 'Commercial,Residential', 'Dust pan style': 'Upright', 'Handle Material': 'Steel', 'Lid Included': 'No', 'Pack Size': '1', 'Returnable': '90-Day', 'Manufacturer Warranty': 'Products are satisfaction guaranteed for one year from date of purchase. Proof of purchase is required.', 'Product Depth (in.)': '14 in', 'Product Height (in.)': '33.5 in', 'Product Width (in.)': '16 in'}"
https://www.homedepot.com/p/ZEP-14-oz-Stainless-Steel-Polish-ZUSSTL14/203759588,ZEP 14 oz. Stainless Steel Polish ZUSSTL14,ZEP,Home > Cleaning > Cleaning Products > Kitchen Cleaners > Stainless Steel Cleaners > ZEP Stainless Steel Cleaners,,USD,7.98,,"['https://images.thdstatic.com/productImages/78c75c55-6c1e-49b0-b504-b62707fa035b/svn/zep-stainless-steel-cleaners-zusstl14-64_100.jpg', 'https://images.thdstatic.com/productImages/3a999a1b-f154-430b-aee4-b23feee7b9ea/svn/zep-stainless-steel-cleaners-zusstl14-e1_100.jpg', 'https://images.thdstatic.com/productImages/973aab45-4d06-4a9c-a91f-50ecaddfd864/svn/zep-stainless-steel-cleaners-zusstl14-40_100.jpg', 'https://images.thdstatic.com/productImages/df812b37-f2d7-453c-9ffa-0fdff0e887cf/svn/zep-stainless-steel-cleaners-zusstl14-a0_100.jpg', 'https://images.thdstatic.com/productImages/7ebaa482-ce2d-4e9a-9676-10e987015adc/svn/zep-stainless-steel-cleaners-zusstl14-1d_100.jpg', 'https://images.thdstatic.com/productImages/7511f2f0-2046-404b-b452-f5527f3b34f3/svn/zep-stainless-steel-cleaners-zusstl14-66_100.jpg', 'https://images.thdstatic.com/productImages/80807cf1-41cf-4b39-b4b4-44469aa40edc/svn/zep-stainless-steel-cleaners-zusstl14-77_100.jpg']",4.6,1612,Protects stainless steel surfaces from soil and water spots,"{'Concentrated or Ready to Use': 'Ready to use', 'Features': 'Non-Corrosive', 'Pack Size': '1', 'Product Form': 'Liquid', 'Returnable': '90-Day', 'Style': 'Industrial', 'Where to Use': 'Specialty', 'Certifications and Listings': 'No Certifications or Listings', 'Manufacturer Warranty': 'No applicable', 'Product Size': '14 OZ-Ounce'}"
