pdp_url,product_name,instock,discount,sale_price,mrp
https://sunlife.qa/shop/phyto-light-brown-cappuccino-no-677,Phyto Light Brown Cappuccino No 6.77,True,,99.0,99.0
https://sunlife.qa/shop/phyto-light-golden-blond-hair-color-no-83,Phyto Light Golden Blond Hair Color No 8.3,True,,99.0,99.0
https://sunlife.qa/shop/phyto-light-golden-brown-no-53,Phyto Light Golden Brown No  5.3,True,,99.0,99.0
https://sunlife.qa/shop/phytocolor-03-dark-brown,Phytocolor 03 Dark Brown,True,,99.0,99.0
https://sunlife.qa/shop/phytocolor-04-brown,Phytocolor 04 Brown,True,,99.0,99.0
https://sunlife.qa/shop/phytocolor-05-light-brown,Phytocolor 05 Light Brown,True,,99.0,99.0
https://sunlife.qa/shop/sanotint-dark-chestnut-06,Sanotint  Dark Chestnut 06,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-golden-chestnut-05,Sanotint  Golden Chestnut 05,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-black-brown-02,Sanotint Black Brown 02,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-blue-black-no-17,Sanotint Blue Black No 17,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-bright-ash-chestnut-no-72,Sanotint Bright Ash Chestnut No 72,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-classic-ash-brown-no-07,Sanotint Classic Ash Brown No 07,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-classic-golden-chestnut-no-05,Sanotint Classic Golden Chestnut No 05,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-dark-blond-no-14,Sanotint Dark Blond No 14,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-extra-light-golden-blonde-no-87,Sanotint Extra Light Golden Blonde No 87,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-hair-coloring-black-01,Sanotint Hair Coloring Black 01,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-hair-styling-mousse,Sanotint Hair Styling Mousse,True,,58.0,58.0
https://sunlife.qa/shop/sanotint-honey-blonde-no-11,Sanotint Honey Blonde No 11,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-kupper-orange-no-86,Sanotint Kupper Orange No 86,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-light-blonde-10,Sanotint Light Blonde 10,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-light-brown-04,Sanotint Light Brown 04,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-light-brown-74,Sanotint Light Brown 74,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-light-golden-chestnut-no-75,Sanotint Light Golden Chestnut No 75,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-lightening-kit,Sanotint Lightening Kit,True,,45.0,45.0
https://sunlife.qa/shop/sanotint-mahogany-08,Sanotint Mahogany 08,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-mink-18,Sanotint Mink 18,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-moka-25,Sanotint Moka 25,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-natural-blond-no-09,Sanotint Natural Blond No 09,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-natural-blonde-79-125ml,Sanotint Natural Blonde 79 125ml,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-natural-brown-03,Sanotint Natural Brown 03,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-reflex-golden-chestnut-54,Sanotint Reflex Golden Chestnut 54,True,,89.0,89.0
https://sunlife.qa/shop/sanotint-sensitive-natural-black-71,Sanotint Sensitive Natural Black 71,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-sensitive-natural-brown-73,Sanotint Sensitive Natural Brown 73,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-sensitive-natural-brown-no-73,Sanotint Sensitive Natural Brown No 73,True,,78.0,78.0
https://sunlife.qa/shop/sanotint-strong-fixing-gel,Sanotint Strong Fixing Gel,True,,50.0,50.0
