product_name,product_link,price,brand,color,care,composition,images
Cotton Linen Blend Puppytooth Shirt,https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=LIGHTAIRFORCE,£40,M&S Collection,"Light Airforce,Pink Mix,Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","52% linen, 48% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_DP_X_EC_0/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_DP_X_EC_90/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_DP_X_EC_1/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_DP_X_EC_2/Cotton-Linen-Blend-Puppytooth-Shirt"
Regular Fit Luxury Cotton Double Cuff Twill Shirt,https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631018?color=PALEPINK,£49,M&S SARTORIAL,"Pale Pink,Black,White,Navy,Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_0/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_90/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_1/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_2/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_3/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_4/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_5/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211M_QA_X_EC_6/Regular-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt"
Geometric Print Shirt,https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=PINKMIX,£35,Autograph,"Pink Mix,Grey Mix,Blue Mix","Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at low temperature,Do not dry clean",100% polyester (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_0/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_90/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_1/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_2/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_3/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_4/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_A4_X_EC_5/Geometric-Print-Shirt"
Cotton Linen Blend Puppytooth Shirt,https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=GREEN,£40,M&S Collection,"Green,Pink Mix,Light Airforce","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","52% linen, 48% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_J0_X_EC_0/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_J0_X_EC_90/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_J0_X_EC_1/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_10_T25_0102M_J0_X_EC_2/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_J0_X_EC_3/Cotton-Linen-Blend-Puppytooth-Shirt"
Regular Fit Pure Linen Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=BLACK,£45,M&S Collection,"Black,Dark Grey,White,Mole,Conker,Light Stone,Dark Coral,Pale Orange,Pale Yellow,Navy,Cobalt,Chambray,Pale Blue,Dark Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_0/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_90/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_1/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_2/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_3/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_Y0_X_EC_4/Regular-Fit-Pure-Linen-Shirt"
Regular Fit Pure Linen Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREY,£45,M&S Collection,"Dark Grey,Black,White,Mole,Conker,Light Stone,Dark Coral,Pale Orange,Pale Yellow,Navy,Cobalt,Chambray,Pale Blue,Dark Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_0/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_90/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_1/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_2/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_3/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_4/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_T3_X_EC_5/Regular-Fit-Pure-Linen-Shirt"
Regular Fit Ultimate Non Iron Textured Shirt,https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-shirt/p/clp60707067?color=NAVYMIX,£40,M&S Collection,"Navy Mix,Light Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_0/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_90/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_1/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_2/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_3/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_4/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1240M_F4_X_EC_5/Regular-Fit-Ultimate-Non-Iron-Textured-Shirt"
Slim Fit Ultimate Non Iron Cotton Shirt,https://www.marksandspencer.com/slim-fit-non-iron-pure-cotton-shirt/p/clp60707308?color=LIGHTBLUE,£40,M&S Collection,"Light Blue,Black,White,Pink,Dark Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_0/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_90/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_2/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_4/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_5/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1110S_E1_X_EC_7/Slim-Fit-Ultimate-Non-Iron-Cotton-Shirt"
Smart Two Pocket Overshirt with Stretch,https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=MUSHROOM,£40,M&S Collection,"Mushroom,Mid Grey,Ecru,Dark Navy,Air Force Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","71% cotton, 24% polyester and 5% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_0/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_90/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_1/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_2/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_3/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_MS_X_EC_4/Smart-Two-Pocket-Overshirt-with-Stretch"
Pure Cotton Heavyweight Overshirt,https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=BLACK,£49,Autograph,"Black,Dark Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_0/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_90/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_1/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_2/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_3/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_4/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_Y0_X_EC_5/Pure-Cotton-Heavyweight-Overshirt"
Linen Rich Cuban Collar Wave Print Shirt,https://www.marksandspencer.com/linen-rich-wave-print-shirt/p/clp60720517?color=KHAKI,£35,M&S Collection,"Khaki,Ecru","Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at low temperature,Do not dry clean","55% linen, 45% viscose (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2624M_KH_X_EC_0/Linen-Rich-Cuban-Collar-Wave-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2624M_KH_X_EC_90/Linen-Rich-Cuban-Collar-Wave-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2624M_KH_X_EC_1/Linen-Rich-Cuban-Collar-Wave-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2624M_KH_X_EC_2/Linen-Rich-Cuban-Collar-Wave-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2624M_KH_X_EC_3/Linen-Rich-Cuban-Collar-Wave-Print-Shirt"
Cotton Rich Textured Check Shirt,https://www.marksandspencer.com/cotton-rich-textured-check-shirt/p/clp60720864?color=NAVY,£32,M&S Collection,"Navy,Rich Brown","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","99% cotton, 1% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1267M_F0_X_EC_0/Cotton-Rich-Textured-Check-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1267M_F0_X_EC_90/Cotton-Rich-Textured-Check-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1267M_F0_X_EC_1/Cotton-Rich-Textured-Check-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1267M_F0_X_EC_2/Cotton-Rich-Textured-Check-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1267M_F0_X_EC_3/Cotton-Rich-Textured-Check-Shirt"
Pure Cotton Textured Cuban Collar Shirt,https://www.marksandspencer.com/pure-cotton-textured-cuban-collar-shirt/p/clp60720428?color=GREENMIX,£35,Autograph,"Green Mix,Grey Mix","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_0/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_90/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_1/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_2/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_3/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_4/Pure-Cotton-Textured-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4274A_J4_X_EC_5/Pure-Cotton-Textured-Cuban-Collar-Shirt"
2pk Regular Fit Short Sleeve Checked Shirts,https://www.marksandspencer.com/2pk-regular-fit-short-sleeve-checked-shirts/p/clp60708046,£40,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean","65% polyester, 35% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_0/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_90/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_1/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_2/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_3/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_4/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2216M_J4_X_EC_6/2pk-Regular-Fit-Short-Sleeve-Checked-Shirts"
Regular Fit Pure Linen Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=DARKGREEN,£45,M&S Collection,"Dark Green,Black,Dark Grey,White,Mole,Conker,Light Stone,Dark Coral,Pale Orange,Pale Yellow,Navy,Cobalt,Chambray,Pale Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_J3_X_EC_0/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_J3_X_EC_90/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_J3_X_EC_1/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_J3_X_EC_2/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_J3_X_EC_3/Regular-Fit-Pure-Linen-Shirt"
Cotton Rich Shirt,https://www.marksandspencer.com/cotton-rich-shirt/p/clp60720521,£35,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","88% cotton, 12% linen (exclusive of trimmings) , Embroidery threads - 100% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_0/Cotton-Rich-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_90/Cotton-Rich-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_1/Cotton-Rich-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_2/Cotton-Rich-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_3/Cotton-Rich-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2629M_NZ_X_EC_4/Cotton-Rich-Shirt"
Cotton Linen Blend Puppytooth Shirt,https://www.marksandspencer.com/cotton-linen-blend-puppytooth-shirt/p/clp60707740?color=PINKMIX,£40,M&S Collection,"Pink Mix,Light Airforce,Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","52% linen, 48% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_A4_X_EC_0/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_A4_X_EC_90/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_A4_X_EC_1/Cotton-Linen-Blend-Puppytooth-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0102M_A4_X_EC_2/Cotton-Linen-Blend-Puppytooth-Shirt"
Easy Iron Pure Cotton Textured Shirt,https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=WHITE,£35,M&S Collection,"White,Dark Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_0/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_90/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_1/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_2/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_3/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_Z0_X_EC_4/Easy-Iron-Pure-Cotton-Textured-Shirt"
Slim Fit Cotton Blend Double Cuff Shirt,https://www.marksandspencer.com/slim-fit-easy-iron-cotton-blend-shirt/p/clp60630984,£20,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean","65% polyester, 35% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_0/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_90/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_1/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_2/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_3/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_4/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2266S_Z0_X_EC_5/Slim-Fit-Cotton-Blend-Double-Cuff-Shirt"
Tailored Fit Performance Pure Cotton Shirt,https://www.marksandspencer.com/tailored-fit-performance-pure-cotton-shirt/p/clp60707163,£49,Autograph,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_0/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_90/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_1/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_2/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_3/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_4/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_5/Tailored-Fit-Performance-Pure-Cotton-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_5390A_Z0_X_EC_6/Tailored-Fit-Performance-Pure-Cotton-Shirt"
